eye_angle,eye_lashes,eye_lid,chin_length,eyebrow_weight,eyebrow_shape,eyebrow_thickness,face_shape,facial_hair,hair,eye_color,face_color,hair_color,glasses,glasses_color,eye_slant,eyebrow_width,eye_eyebrow_distance,filename
0,1,1,0,1,12,1,2,14,82,4,5,3,11,3,0,1,2,cs10638147595620592696.csv
0,1,1,0,1,2,3,1,14,8,4,1,4,11,4,2,1,1,cs11349304916525871618.csv
0,1,0,1,1,1,0,1,14,53,4,5,7,11,3,1,1,2,cs1100003105848706574.csv
0,1,1,0,0,1,3,0,14,10,0,6,4,11,4,1,2,1,cs10377520416234165875.csv
2,1,1,1,0,2,0,4,1,25,3,7,5,11,1,0,0,0,cs10884402352758372585.csv
0,0,1,0,1,11,2,5,1,90,0,0,7,11,3,1,1,0,cs11008074563605119126.csv
0,0,0,0,0,4,2,2,14,83,2,4,4,11,2,0,1,1,cs10363643111862296973.csv
0,1,1,2,1,7,2,4,14,108,2,8,9,11,0,1,0,0,cs10877733430706634584.csv
0,0,1,2,1,1,0,2,14,19,0,6,6,11,1,1,0,1,cs10909325992948674401.csv
0,1,1,1,0,10,3,5,14,91,2,7,0,1,6,0,0,0,cs10305226032414363432.csv
1,0,0,1,1,0,3,1,7,34,4,3,2,11,1,1,2,0,cs10134947084712404980.csv
1,0,1,2,0,3,2,0,14,79,0,2,8,11,0,1,1,0,cs11224266962131731678.csv
2,1,0,0,0,10,1,2,14,18,1,1,5,11,5,1,1,2,cs11486795826949600448.csv
1,1,1,1,1,13,2,2,14,96,4,1,6,11,4,1,2,1,cs10135071237353312187.csv
2,0,0,0,1,11,2,5,14,7,0,10,9,11,4,2,1,2,cs11002583948435356772.csv
0,1,1,0,0,2,2,0,6,7,3,7,8,11,2,0,1,1,cs10350149039342441783.csv
2,1,0,1,0,1,0,4,1,71,1,0,9,11,4,0,2,2,cs10557909380186958065.csv
2,0,0,0,1,13,3,4,14,93,0,4,5,11,6,1,0,0,cs11031033226517936545.csv
1,1,0,2,1,3,2,4,14,11,1,3,2,11,2,2,0,0,cs110790626714649728.csv
0,1,0,1,0,7,2,6,14,43,4,6,6,11,4,1,2,0,cs10462948947579133892.csv
1,0,1,0,1,6,1,4,14,83,4,0,7,11,1,1,2,0,cs10447955989293455153.csv
2,0,1,0,0,1,3,5,14,41,0,2,6,11,3,2,1,1,cs10875748541394167018.csv
2,0,1,0,0,9,0,3,14,62,4,6,7,11,6,1,1,0,cs10058571460564207664.csv
1,0,1,1,0,12,0,2,14,0,4,7,0,11,1,2,2,2,cs11017462768323857892.csv
0,0,1,2,0,4,2,2,14,79,1,0,1,1,6,2,2,2,cs11329202856731674699.csv
1,1,0,1,0,6,1,2,14,52,4,0,1,11,2,2,1,1,cs11396804336526487011.csv
1,0,0,1,1,10,2,0,14,2,4,0,9,11,4,2,2,1,cs11410383281641108008.csv
0,0,0,2,0,0,1,2,14,11,3,2,8,11,6,2,2,1,cs101957715605808227.csv
0,1,0,1,0,4,2,0,14,80,0,7,5,11,4,1,1,1,cs10106073971888426143.csv
1,0,0,1,1,6,1,1,14,19,0,5,1,1,1,1,1,2,cs11113413949756076447.csv
2,1,1,0,0,3,2,5,14,107,4,4,4,11,2,2,2,2,cs10319235149179466783.csv
1,1,0,2,0,0,3,5,6,108,0,9,9,11,3,0,1,0,cs10190874715273638082.csv
2,1,1,1,1,8,3,5,14,31,0,1,6,11,4,1,1,2,cs10219380164460308202.csv
2,1,0,1,0,3,3,4,14,92,1,7,1,11,4,0,0,0,cs10101703379622579784.csv
1,1,1,1,1,7,0,6,14,7,4,6,1,11,6,0,0,0,cs10724569198128206860.csv
1,1,0,0,1,7,2,3,14,64,0,4,0,11,3,1,1,2,cs10432621254958809457.csv
2,1,1,1,0,6,1,6,14,44,3,4,8,11,2,0,2,0,cs11385766627408421941.csv
2,1,0,1,0,4,0,2,1,74,3,3,2,11,0,2,2,1,cs10124259570210240905.csv
2,1,1,2,1,9,3,2,14,87,4,6,6,11,6,1,0,0,cs10166285845113789861.csv
2,0,0,0,1,3,2,0,14,13,2,10,4,11,0,1,2,1,cs10670771502750117786.csv
2,1,0,0,1,2,3,2,6,34,0,9,2,11,3,0,0,1,cs10729239999363320380.csv
1,1,1,2,0,13,2,5,14,16,4,0,8,11,2,2,1,0,cs10202858333563693343.csv
0,1,1,0,0,1,1,6,1,40,1,8,2,11,4,1,1,0,cs1122863939752485984.csv
1,1,0,2,0,11,3,3,14,53,4,9,7,11,5,2,2,2,cs1035136790458963631.csv
1,0,0,0,1,3,1,6,14,13,2,1,3,11,0,2,2,0,cs11253284921526446900.csv
2,1,1,1,1,10,2,2,14,88,2,1,5,11,6,1,0,2,cs11159614780639352659.csv
0,1,0,0,1,11,2,0,14,80,1,3,6,11,4,0,1,0,cs10494922750679458923.csv
0,1,0,2,1,9,0,0,7,14,0,4,0,11,6,0,0,1,cs11334137262608655384.csv
2,0,0,1,1,4,2,6,14,81,1,1,9,1,6,0,2,1,cs10704187086790035420.csv
1,1,0,1,1,11,2,2,14,35,2,10,3,11,1,2,2,0,cs1124966407396408880.csv
2,1,1,0,1,12,1,6,6,78,0,5,3,11,6,0,2,2,cs10443068013197062882.csv
0,1,1,2,0,8,1,3,14,15,4,6,9,11,6,2,2,2,cs1021236176453384799.csv
2,0,0,0,0,2,3,0,6,84,4,4,1,11,5,1,1,1,cs10681926309532817151.csv
1,0,1,2,1,2,2,1,14,3,0,6,0,11,0,0,2,1,cs11380733986482000965.csv
1,0,1,2,0,2,1,0,14,44,1,1,5,11,2,2,2,0,cs11040713950815269455.csv
2,0,0,1,0,8,1,1,14,23,1,7,1,11,2,2,2,2,cs10938406749701122634.csv
2,1,1,1,1,5,1,1,14,105,1,5,2,11,6,1,1,1,cs10718534018444218594.csv
1,0,1,1,1,8,2,4,14,57,2,6,6,1,1,1,1,1,cs10291591572854677370.csv
1,1,1,0,1,3,0,2,7,105,2,10,1,11,1,2,1,2,cs11179000609981509807.csv
0,0,0,0,0,0,1,4,14,103,1,2,9,11,4,0,0,2,cs10440797623587777083.csv
2,0,0,0,1,13,0,1,14,41,0,8,8,11,4,0,1,0,cs10847664154540230306.csv
0,1,0,2,1,9,3,2,1,99,0,1,9,11,3,1,1,0,cs11310989517326085833.csv
0,0,1,0,1,12,3,4,7,52,0,5,4,11,1,0,0,0,cs11047503527376894050.csv
2,1,0,1,1,7,0,6,14,54,0,9,8,11,5,2,2,2,cs10307725227874807928.csv
2,0,1,1,1,4,1,3,14,25,2,1,4,11,0,0,1,2,cs10770596551213001720.csv
2,1,0,1,1,2,1,3,14,33,1,5,7,11,0,2,1,0,cs1048943319630377236.csv
0,1,0,1,1,11,1,5,14,36,1,2,6,1,5,0,2,0,cs10340451254710411756.csv
1,1,0,0,0,2,1,2,14,33,1,0,4,11,3,2,0,2,cs10691203312869481414.csv
1,0,0,1,0,0,1,3,14,48,1,3,6,11,0,2,1,2,cs10294861260931285077.csv
1,0,1,2,1,9,2,2,14,23,1,2,8,11,3,1,0,2,cs10082252770859656394.csv
2,0,0,1,1,0,0,6,14,54,3,9,4,11,0,0,0,1,cs10555546949097810096.csv
0,1,0,2,0,10,2,1,14,96,4,6,9,1,0,2,0,2,cs10488344736242399489.csv
0,0,0,1,1,7,1,2,1,105,0,1,5,11,6,2,0,0,cs11396294164780293097.csv
0,1,1,1,1,6,3,3,14,103,0,9,7,11,2,2,0,0,cs11469652006804522704.csv
2,1,1,1,0,8,3,3,6,32,3,9,3,11,0,1,2,1,cs11147047648987984015.csv
2,1,1,0,0,3,1,5,14,41,3,8,1,11,4,1,2,2,cs10558370138390599380.csv
0,0,1,1,0,3,1,3,14,3,3,5,7,11,0,0,0,0,cs10799592264667763491.csv
2,1,0,2,0,12,1,6,14,110,0,10,2,1,1,1,1,0,cs1054053263670925656.csv
2,0,1,1,0,3,3,0,14,12,3,9,5,11,3,0,1,0,cs10771811990795377636.csv
1,1,1,1,0,11,3,4,14,37,3,7,1,1,5,1,1,0,cs11173466591710808595.csv
2,0,0,1,1,6,0,6,14,32,3,6,0,11,5,2,0,1,cs11307568082960365106.csv
1,1,1,1,1,12,3,0,14,19,0,10,3,11,0,1,1,1,cs10217462315803772409.csv
0,0,0,1,1,8,1,6,7,84,1,0,3,11,4,0,2,1,cs10117687138639663779.csv
2,0,1,0,0,12,2,2,14,64,3,0,4,11,3,2,2,1,cs11278731188941385072.csv
1,0,1,2,0,6,0,1,14,63,3,5,3,11,2,2,1,0,cs10512853343848786805.csv
2,0,1,0,1,4,1,3,6,92,0,10,3,11,2,2,2,1,cs10581315709790077295.csv
1,1,1,2,0,13,3,5,14,95,4,2,6,11,2,2,0,0,cs10572749305427854283.csv
2,0,0,2,0,0,2,3,6,39,0,3,8,11,3,2,0,1,cs10061681757792521896.csv
1,1,1,1,1,8,2,5,14,32,2,5,6,11,5,2,1,0,cs11092262976882868015.csv
2,0,1,1,1,10,3,2,14,66,1,1,1,11,4,0,2,2,cs11077520866913062195.csv
2,0,1,1,1,10,3,0,14,69,0,8,1,11,6,2,2,2,cs10212462318751899497.csv
1,0,0,1,1,2,1,1,6,37,1,3,6,1,1,0,0,2,cs11105873855833134546.csv
1,1,1,1,1,9,2,4,14,90,0,8,3,1,0,0,2,1,cs10073872129919170315.csv
2,0,1,0,0,7,1,0,14,23,2,10,3,11,1,1,0,0,cs10069002659887564441.csv
2,1,1,1,1,1,0,1,14,26,3,1,9,11,3,0,0,0,cs1125444319217571975.csv
0,1,0,1,0,12,2,3,14,6,0,1,7,11,2,1,1,2,cs10651754403564617480.csv
2,0,0,0,0,8,0,4,6,84,3,10,2,11,0,1,2,2,cs11214235224751269484.csv
1,0,0,1,1,2,0,5,14,56,4,7,1,11,4,0,2,1,cs11067931043108988273.csv
2,1,0,1,0,9,0,6,14,73,1,9,5,1,5,1,1,2,cs10309128200518651326.csv
2,0,1,1,0,0,0,5,6,10,3,5,0,1,0,1,1,0,cs10477955274697445831.csv
2,0,0,0,1,12,3,0,14,41,2,2,8,1,3,1,1,1,cs11087274404809165632.csv
0,0,1,0,1,13,1,1,14,99,0,3,0,11,6,1,2,1,cs10614914165745773194.csv
1,0,1,2,0,1,3,3,1,63,3,10,1,11,2,1,2,1,cs1124627484890343058.csv
2,1,1,0,0,3,0,0,14,80,1,4,6,11,0,2,2,2,cs11371018914321538628.csv
1,1,0,2,1,12,2,1,6,109,4,8,0,11,0,2,2,1,cs10311422282709921576.csv
0,0,0,0,1,2,0,2,14,98,3,1,9,11,4,1,1,0,cs10894043091220420781.csv
2,1,1,0,0,6,3,2,1,96,2,1,1,11,6,1,1,1,cs11384053541160528009.csv
0,1,1,2,0,4,3,0,14,49,2,0,1,11,2,2,2,1,cs10088386558247741916.csv
1,0,1,2,1,12,3,4,1,3,3,5,2,1,5,0,0,2,cs11395203930253096444.csv
2,1,0,2,1,13,1,4,14,35,3,5,8,11,1,0,1,1,cs10603747166214993636.csv
2,0,0,0,1,6,1,4,14,68,4,5,7,11,3,1,0,2,cs11025175677051995871.csv
1,0,0,2,0,5,3,4,14,62,2,8,5,11,5,2,0,0,cs10109251470309095487.csv
1,0,1,0,0,1,3,5,14,55,3,3,5,11,0,1,0,1,cs10868964561467209915.csv
1,0,1,0,1,4,2,1,14,102,3,3,0,11,2,2,2,1,cs1015384709857322276.csv
1,1,1,2,1,0,0,1,14,97,4,2,7,11,5,2,0,2,cs10256779926167375273.csv
0,0,0,1,1,7,3,0,14,74,1,10,9,11,0,0,1,0,cs1068313983154912537.csv
1,0,0,0,1,8,2,2,14,75,1,9,6,11,2,0,2,2,cs11062968873611677822.csv
0,1,1,0,0,1,0,0,14,65,0,3,1,11,2,2,1,0,cs11074131364202143444.csv
2,0,1,1,0,6,0,5,6,59,2,7,4,11,2,2,2,2,cs10567569632000691602.csv
0,1,1,2,1,3,3,1,1,86,4,6,3,11,2,2,0,1,cs10787099237632575405.csv
1,0,1,0,1,2,1,2,14,55,2,5,3,11,1,2,2,0,cs11464638556272891201.csv
2,0,1,2,0,0,0,1,14,99,2,5,8,11,5,1,0,0,cs10603250156076257440.csv
0,1,0,1,1,11,3,2,1,27,3,8,8,11,5,0,0,1,cs11078849438766761257.csv
0,1,1,0,0,6,3,0,14,85,3,4,4,11,2,0,2,2,cs10044527878266873275.csv
2,0,1,0,1,4,2,0,14,46,0,0,5,11,2,2,0,2,cs10659792901134870545.csv
1,1,0,1,0,7,3,5,14,82,4,0,7,11,4,1,2,0,cs1117348771948491202.csv
2,1,0,1,1,8,0,5,14,7,1,5,1,11,0,2,0,0,cs10332919837380644837.csv
2,0,0,1,0,8,1,6,14,56,3,2,8,11,2,1,2,1,cs11131732994961040179.csv
0,1,0,1,1,4,2,2,14,48,4,3,3,1,0,2,2,0,cs11226213782545244725.csv
2,1,0,2,0,1,1,2,14,87,1,3,9,11,2,2,2,0,cs10475729649968954103.csv
0,1,1,1,0,12,2,2,14,64,2,2,2,11,3,1,1,2,cs10053530777238481818.csv
1,1,1,2,1,12,1,0,14,63,1,2,8,11,2,0,1,1,cs11403016860069571030.csv
2,0,0,0,0,11,2,4,14,87,4,3,0,11,3,2,1,0,cs11377641776168771058.csv
2,1,0,2,0,8,2,5,14,93,1,5,0,11,4,1,0,0,cs10156182835815574300.csv
0,0,0,2,0,1,3,2,14,60,1,4,3,11,4,0,1,2,cs11236820849521739614.csv
0,0,1,0,0,3,1,5,14,40,2,7,9,1,6,2,2,0,cs10176531120902556424.csv
2,0,0,2,1,4,0,5,14,98,4,5,1,11,6,1,1,1,cs10223648281442535283.csv
0,0,0,1,0,2,3,1,14,37,1,10,1,11,2,2,1,1,cs1058275660542005644.csv
1,1,1,1,0,7,3,5,14,50,2,9,2,11,3,1,2,1,cs10820668388079783729.csv
2,0,0,1,0,1,2,2,14,39,3,9,2,11,6,1,1,1,cs10258941429304026342.csv
0,0,0,2,1,3,1,1,14,95,1,4,3,11,4,0,2,2,cs11334682517289644948.csv
2,1,1,1,0,6,0,1,14,104,0,9,1,1,6,0,1,2,cs11234043561188358523.csv
2,1,1,0,0,3,2,5,14,75,1,0,7,11,3,0,2,2,cs10515060388097074179.csv
0,0,1,0,1,4,3,0,14,70,2,3,3,11,0,0,0,0,cs11088878458156624203.csv
0,0,0,2,1,9,1,5,7,27,0,10,4,11,0,0,1,0,cs10078422411196417815.csv
0,1,1,1,1,2,0,4,14,90,2,5,6,11,1,2,1,2,cs1146309335459489012.csv
1,1,1,2,0,1,3,3,14,108,2,7,9,11,2,0,1,2,cs11179798371307600145.csv
0,1,1,2,1,0,1,4,14,80,3,3,6,11,1,2,2,2,cs1006841043556357570.csv
2,0,0,0,1,2,0,2,14,61,1,8,6,11,5,2,1,0,cs11145489068269049669.csv
1,1,0,0,1,10,0,1,14,46,0,7,3,11,2,0,1,2,cs1072245292308565563.csv
1,1,1,0,1,9,3,3,14,69,3,7,2,11,3,0,0,2,cs10507556955457525106.csv
1,0,0,2,1,9,3,6,14,59,2,4,4,11,3,1,0,2,cs10180230621814038247.csv
2,0,1,0,1,3,0,1,14,98,1,4,0,11,0,2,2,0,cs11471058015070477814.csv
0,1,0,2,1,10,2,3,6,4,0,6,4,11,4,2,0,0,cs10836565455201738925.csv
0,0,0,0,0,3,2,2,1,15,3,0,3,11,3,1,0,2,cs10295405448170250506.csv
0,1,1,1,1,0,0,6,14,2,3,8,6,11,3,1,0,0,cs11366056327057466256.csv
2,0,1,1,1,0,1,1,6,3,3,6,3,11,4,1,1,2,cs10905042204018659247.csv
0,0,0,2,0,4,2,3,14,23,2,5,1,11,6,1,1,1,cs100630750052269087.csv
2,0,0,2,1,4,1,6,14,66,0,8,3,11,2,0,2,2,cs1088015435882506824.csv
0,0,1,0,1,4,3,4,14,62,0,6,1,11,6,1,2,2,cs11054170806809044831.csv
2,0,1,0,0,5,3,2,14,17,0,2,4,11,2,2,1,2,cs10898826995688927550.csv
1,1,1,0,0,11,3,1,14,35,1,9,2,11,6,2,2,0,cs11489751240431094365.csv
1,1,0,2,0,7,1,4,14,71,0,3,1,11,4,0,0,1,cs11419794729857678704.csv
2,1,0,1,0,13,3,5,14,45,3,9,9,11,0,0,0,0,cs11242000068384442210.csv
0,1,1,0,0,0,2,1,14,5,1,9,4,11,0,2,0,2,cs10251947322091851083.csv
1,0,1,0,0,1,2,2,14,105,3,0,8,11,5,2,2,1,cs10672233952862432239.csv
1,0,1,2,0,10,3,2,14,20,1,8,8,1,6,0,0,0,cs10519993684738318880.csv
0,1,1,2,0,4,2,4,6,12,4,3,3,11,3,0,2,1,cs10962642750236534812.csv
2,0,1,1,1,6,3,5,6,40,1,4,5,11,1,0,1,0,cs10262207262076896046.csv
1,1,1,1,1,10,2,4,14,38,1,1,6,1,6,2,0,1,cs11390097518738471221.csv
2,1,1,0,1,9,0,3,14,4,2,3,6,11,2,1,1,1,cs10329723508679837348.csv
2,1,1,1,1,1,1,2,14,83,2,9,6,11,6,0,0,0,cs1110548421819032734.csv
0,0,1,1,0,6,0,3,14,24,3,6,2,11,6,2,1,0,cs10836747277343571275.csv
1,1,0,0,0,6,1,0,14,34,2,6,0,11,0,2,0,0,cs11367134721435778760.csv
0,1,1,2,0,11,2,2,14,36,0,8,2,1,5,2,1,2,cs11410190388093596133.csv
0,1,0,2,1,9,2,4,7,54,0,9,1,11,0,1,0,0,cs10063876942093355818.csv
0,1,0,0,1,8,1,0,14,55,1,7,4,11,4,2,1,2,cs10611203210795514438.csv
1,0,0,1,1,9,1,5,14,55,0,6,0,11,1,2,2,1,cs10275032097144112728.csv
2,1,1,0,0,3,1,4,14,9,4,3,7,11,2,1,2,0,cs11449161258914147961.csv
1,1,0,0,0,3,3,3,14,58,3,10,6,11,3,2,1,0,cs10680116838529737846.csv
0,1,1,0,1,9,1,0,14,103,1,7,4,11,1,1,2,1,cs10051252161199264462.csv
0,0,0,0,1,0,1,2,1,75,3,7,2,11,0,2,0,0,cs11085188404903998131.csv
2,0,1,0,0,3,2,3,1,34,1,10,2,11,1,1,0,2,cs10248647935825930750.csv
2,1,1,0,0,3,1,1,7,0,3,1,5,11,6,2,2,1,cs11049108390313688465.csv
1,1,0,0,1,12,2,1,14,45,0,3,2,11,0,1,0,2,cs11010328505229491355.csv
1,1,1,1,1,0,0,0,14,51,1,1,7,11,5,0,1,1,cs10086925013567841120.csv
0,0,0,0,0,0,3,4,14,31,0,10,3,11,0,0,2,0,cs10202470578420108494.csv
2,1,1,1,1,7,0,4,14,51,3,4,1,1,3,1,1,0,cs11215787050985104839.csv
2,1,1,0,1,13,3,3,14,26,0,8,4,11,5,0,1,0,cs10718260944181284904.csv
2,0,0,1,1,11,2,3,14,94,4,3,7,11,5,2,1,1,cs10829278228787127432.csv
2,0,1,0,1,7,3,0,14,108,2,10,3,11,0,0,0,2,cs11069304964459535744.csv
1,0,0,0,0,9,0,1,6,110,1,9,4,11,6,0,2,2,cs10183564432210188632.csv
0,0,0,2,0,3,0,3,14,61,1,3,2,1,2,0,0,0,cs11214683171433145300.csv
1,0,0,1,0,7,0,3,14,22,1,2,8,11,4,2,2,2,cs1140739299888010423.csv
2,1,1,1,1,9,3,1,14,86,3,0,5,11,6,1,1,1,cs1131791949337106680.csv
1,1,1,2,1,1,2,1,14,50,0,2,4,1,0,1,2,0,cs10029890181518123862.csv
2,0,1,2,0,8,0,1,14,41,4,4,0,11,1,1,1,2,cs10937798506946103332.csv
1,0,1,1,1,2,0,0,14,80,3,9,7,11,6,2,0,1,cs10365590522102768871.csv
1,1,0,0,1,8,0,2,14,43,0,2,9,11,6,0,1,0,cs10568595309101773212.csv
1,1,0,0,0,13,0,3,14,99,1,5,0,11,2,2,0,0,cs10557958296269390933.csv
0,0,1,2,0,0,2,6,14,28,2,0,6,11,3,0,0,2,cs11390051616418250775.csv
0,0,0,1,0,1,2,1,14,30,3,10,4,11,2,0,0,2,cs11125519583147990376.csv
2,0,0,1,1,7,0,5,14,11,2,7,3,11,6,0,1,1,cs10811976764857859005.csv
0,0,1,1,0,4,1,2,14,101,0,9,9,11,3,0,2,0,cs11061450764306598321.csv
0,0,1,0,0,1,0,4,7,55,2,5,1,11,0,2,0,0,cs10687776164971690988.csv
1,0,0,2,1,0,1,0,14,80,1,10,0,11,6,1,1,1,cs11238334542048185954.csv
1,0,1,2,0,11,2,5,14,65,0,8,5,11,6,1,0,2,cs11203924675765694050.csv
1,1,1,2,1,12,1,2,14,36,3,0,1,11,4,1,0,2,cs10679961685599906085.csv
2,1,0,0,1,7,3,1,14,55,3,6,6,11,4,2,1,2,cs10941604891714311207.csv
1,0,1,1,1,13,2,1,14,65,0,7,6,1,2,2,0,2,cs10997529395063342749.csv
2,0,1,1,1,1,1,1,6,46,4,4,8,11,6,2,2,1,cs10409849632251607431.csv
1,1,0,1,0,9,0,2,6,81,2,9,0,11,6,0,0,2,cs11208174193449620936.csv
2,1,1,1,1,6,1,1,14,8,4,10,8,11,6,2,0,1,cs11171009309190314808.csv
1,1,1,2,1,3,3,6,14,0,3,10,8,11,4,0,0,0,cs11417139949369111722.csv
0,0,0,2,0,1,3,4,14,1,1,1,4,11,5,2,0,2,cs10085009543297868021.csv
1,0,0,0,0,13,3,2,14,32,3,5,6,11,0,1,2,0,cs10212649272805515385.csv
0,1,1,2,1,1,0,3,14,102,2,0,8,11,4,2,0,2,cs10732932486712720346.csv
0,0,0,0,1,0,1,2,14,26,4,6,1,11,4,1,0,1,cs10928467916512084182.csv
1,0,0,0,1,9,3,2,14,19,0,10,2,11,1,0,2,0,cs10939904207582556208.csv
0,0,1,2,0,8,0,0,14,56,1,2,7,11,0,2,2,1,cs11231593765095282515.csv
1,0,1,1,1,5,0,6,14,49,1,8,7,11,3,0,0,1,cs1134403213986292987.csv
1,0,1,0,1,13,0,2,14,32,2,5,3,11,1,2,0,2,cs10521011239021573697.csv
0,1,1,1,0,8,2,0,14,88,4,4,4,11,2,1,1,2,cs10261568234944460922.csv
2,0,0,0,0,1,3,5,14,74,1,9,2,11,3,2,0,1,cs11172942876500100890.csv
1,0,1,2,0,8,3,2,14,47,4,9,1,11,5,2,1,1,cs11414195211075446167.csv
0,1,1,1,0,4,2,1,7,59,1,0,7,1,1,2,2,2,cs10502169162078023761.csv
1,0,1,0,0,8,2,6,14,4,1,4,9,11,1,0,2,1,cs10078078819892766910.csv
2,1,1,2,1,11,3,2,14,104,4,6,4,11,3,0,0,2,cs10025099739819663736.csv
1,0,0,0,1,4,3,4,14,69,2,2,9,11,1,2,0,2,cs10962205850931121887.csv
0,0,0,1,0,13,1,5,6,47,3,4,2,11,5,0,1,2,cs10725880427456484228.csv
0,1,1,0,1,10,2,4,14,95,0,9,4,11,0,1,0,0,cs10920642228167812134.csv
0,0,1,0,0,6,2,2,14,32,4,1,0,11,1,1,1,1,cs10135040153021207173.csv
2,1,0,2,1,0,0,3,14,22,4,2,4,11,2,0,2,2,cs10194666472107519598.csv
2,0,1,2,0,4,1,0,14,38,3,8,4,11,5,0,2,1,cs1054810938858676220.csv
1,0,1,1,0,12,0,3,14,77,0,10,1,11,2,2,0,2,cs10867673570362314746.csv
0,1,0,1,1,10,2,5,14,94,2,4,3,11,0,1,0,1,cs10778063788812073818.csv
1,1,1,0,0,3,3,4,14,18,1,7,7,11,1,0,2,0,cs10323315496269061585.csv
1,1,0,2,1,6,0,6,1,73,1,7,7,11,0,2,0,1,cs11262666289628543202.csv
0,1,0,2,0,4,1,4,14,24,3,3,8,11,4,0,0,1,cs1147918452555864158.csv
0,1,1,0,0,1,2,4,14,7,2,9,1,11,6,0,0,2,cs11057333552782661562.csv
1,0,1,2,0,0,1,0,14,8,1,8,9,11,5,1,1,2,cs11298348702997524391.csv
1,1,0,2,1,7,3,6,14,0,1,5,1,11,4,0,1,1,cs10535629662688720983.csv
1,0,1,2,0,1,2,2,14,59,0,2,2,11,0,1,1,0,cs10470129806248074901.csv
2,1,1,1,1,2,1,6,14,71,4,5,6,11,4,1,0,2,cs105105240413858862.csv
0,1,1,2,0,1,1,4,14,50,0,10,7,11,2,2,1,2,cs10920094026451893294.csv
0,0,1,1,0,0,2,6,14,39,0,7,3,11,0,1,2,1,cs10497531357246256109.csv
1,1,1,1,0,11,2,3,14,51,4,0,3,11,2,2,1,1,cs10410693212238234738.csv
2,0,0,0,0,5,3,6,14,11,1,1,2,11,3,2,0,1,cs11232173406022148755.csv
1,0,0,2,0,5,1,4,14,60,2,10,6,11,5,1,0,0,cs11495360358246107794.csv
2,1,1,1,0,9,0,1,1,106,2,1,0,1,5,1,1,2,cs10986254549410642716.csv
2,0,1,1,0,4,3,3,14,72,1,3,7,11,2,1,2,1,cs10425441792335215084.csv
0,1,1,2,0,6,2,6,14,56,3,0,6,11,0,2,0,1,cs11482406898713164746.csv
2,1,1,1,0,3,1,6,14,105,1,10,0,11,0,2,2,2,cs11491368901710731995.csv
2,0,0,1,1,5,3,4,14,51,0,5,5,11,5,1,0,0,cs1101606284753278315.csv
2,1,1,1,1,5,1,3,7,31,1,6,1,11,6,1,0,2,cs11185638915518692985.csv
2,1,1,1,1,13,0,4,14,39,1,1,9,11,4,2,0,0,cs10795319989629086471.csv
2,0,0,1,0,2,1,6,14,94,0,6,2,11,1,1,0,0,cs11378138768148320018.csv
0,0,1,2,0,1,2,4,14,103,3,5,5,11,3,2,0,1,cs10592951267631099079.csv
1,0,1,2,0,6,0,2,14,68,3,1,6,1,4,1,0,2,cs11414792866974014270.csv
2,1,0,2,0,10,3,6,6,55,0,5,4,11,4,0,0,1,cs10372127432960959995.csv
1,0,0,0,0,0,1,1,7,63,1,7,9,11,3,0,2,1,cs10953790297021314914.csv
1,0,0,2,1,3,2,0,14,9,3,6,3,11,0,0,1,2,cs10786177903579524790.csv
0,1,1,1,0,6,1,0,14,53,0,2,9,11,6,1,1,0,cs11251037846520582783.csv
0,0,1,1,1,7,2,3,14,47,1,2,1,11,3,0,1,1,cs1054853297164887286.csv
0,1,1,0,0,13,1,1,14,6,2,1,1,11,0,0,0,2,cs10661413336342333740.csv
0,0,1,0,1,11,1,4,14,24,2,5,7,11,4,2,1,0,cs10525177655641263196.csv
1,1,1,2,1,5,3,1,14,93,3,5,9,11,6,0,0,2,cs11172721407973858827.csv
1,1,0,1,0,12,1,5,14,64,1,7,9,11,5,0,0,0,cs10419605364186102960.csv
2,0,1,1,1,12,0,2,14,23,4,9,1,11,5,0,1,0,cs11378977659664051265.csv
1,1,1,1,1,6,1,1,14,79,1,10,0,11,2,0,2,1,cs11194728037731636091.csv
0,1,1,1,0,6,2,0,14,30,4,3,5,11,3,0,1,1,cs10055084037892353601.csv
1,1,0,1,1,12,2,5,14,41,2,1,9,11,4,2,0,1,cs11064595754853063845.csv
1,1,1,2,0,9,3,0,14,77,0,8,6,1,1,1,0,2,cs10002280131574610864.csv
2,1,0,0,0,1,2,5,14,63,4,9,0,11,2,2,2,2,cs10490111364302576397.csv
2,1,1,2,0,10,1,5,14,33,1,7,5,11,1,1,1,0,cs10551896082181782466.csv
1,0,1,1,1,7,1,3,7,3,1,1,1,11,0,2,2,1,cs1048361127026374650.csv
1,1,1,1,0,2,1,6,14,68,1,1,6,11,3,0,1,0,cs10796506835822721254.csv
2,0,1,1,1,4,2,3,14,0,4,3,0,11,4,2,0,1,cs10137849842478701558.csv
0,0,1,2,0,4,0,6,14,102,2,9,9,11,3,2,2,0,cs10717546209672622474.csv
0,0,0,2,0,0,0,4,14,104,1,10,8,11,2,1,2,2,cs10416166831894666860.csv
2,0,1,0,0,6,2,1,14,33,3,5,7,1,5,0,2,2,cs11478317264673732841.csv
1,1,1,2,0,5,0,4,14,108,4,9,1,11,0,0,1,1,cs11348970015851058401.csv
1,0,1,2,1,8,3,6,14,17,3,2,4,11,1,1,2,1,cs11192087289415991288.csv
