eye_angle,eye_lashes,eye_lid,chin_length,eyebrow_weight,eyebrow_shape,eyebrow_thickness,face_shape,facial_hair,hair,eye_color,face_color,hair_color,glasses,glasses_color,eye_slant,eyebrow_width,eye_eyebrow_distance,filename
 1,1,1,2,0,1,3,3,14,108,2,7,9,11,2,0,1,2,cs11179798371307600145.csv
 0,0,1,0,0,11,1,1,14,10,0,1,8,4,5,2,1,2,cs10632996884626582608.csv
 1,0,1,1,1,4,0,4,13,57,2,5,7,11,2,2,1,1,cs10402741720421569945.csv
 0,1,1,2,1,0,1,4,14,80,3,3,6,11,1,2,2,2,cs1006841043556357570.csv
 2,0,0,2,0,12,1,2,10,54,2,1,7,5,4,1,0,1,cs11484879231101235655.csv
 0,0,1,2,1,2,2,2,14,42,1,0,3,3,6,2,1,2,cs11248902977982759357.csv
 0,1,0,1,1,4,0,3,1,61,0,3,6,0,3,2,2,1,cs10419617861389871763.csv
 1,0,0,1,0,10,1,6,14,57,2,0,1,7,1,1,2,2,cs106512632384455646.csv
 0,0,0,0,0,8,1,5,3,51,2,1,7,3,2,2,1,2,cs10598567606226272511.csv
 2,0,0,0,1,2,0,2,14,61,1,8,6,11,5,2,1,0,cs11145489068269049669.csv
 1,1,0,0,1,10,0,1,14,46,0,7,3,11,2,0,1,2,cs1072245292308565563.csv
 2,1,1,1,0,7,0,6,4,3,4,0,0,11,1,1,0,1,cs10096157085902662215.csv
 1,0,0,2,1,4,2,1,13,74,3,2,8,9,3,1,0,0,cs11049200737269156001.csv
 1,1,1,0,1,9,3,3,14,69,3,7,2,11,3,0,0,2,cs10507556955457525106.csv
 1,0,0,2,1,9,3,6,14,59,2,4,4,11,3,1,0,2,cs10180230621814038247.csv
 0,1,0,0,1,0,0,2,14,48,3,7,9,0,3,1,1,2,cs10112767407772234807.csv
 2,0,1,0,1,3,0,1,14,98,1,4,0,11,0,2,2,0,cs11471058015070477814.csv
 0,1,0,2,1,10,2,3,6,4,0,6,4,11,4,2,0,0,cs10836565455201738925.csv
 2,0,0,1,0,7,1,4,14,25,0,2,7,9,0,0,2,0,cs10407981662410602241.csv
 0,0,0,1,1,10,1,2,4,30,0,3,1,11,0,1,0,2,cs10217590496634504115.csv
 0,0,0,0,0,3,2,2,1,15,3,0,3,11,3,1,0,2,cs10295405448170250506.csv
 2,0,0,0,0,0,1,2,14,98,2,2,7,5,0,2,2,0,cs11340629642501273695.csv
 1,1,1,2,0,9,3,6,14,24,4,3,5,7,0,2,0,2,cs1147010961535480561.csv
 0,1,1,1,1,0,0,6,14,2,3,8,6,11,3,1,0,0,cs11366056327057466256.csv
 0,1,1,1,0,9,2,0,12,48,4,2,6,1,5,1,1,1,cs11032869348242130498.csv
 2,0,1,1,1,0,1,1,6,3,3,6,3,11,4,1,1,2,cs10905042204018659247.csv
 1,1,1,1,0,7,0,0,8,16,3,10,7,9,1,0,2,1,cs11063870129403821083.csv
 0,0,0,2,1,1,1,5,10,92,4,5,5,10,1,1,0,1,cs11264150933432320488.csv
 0,0,0,2,0,4,2,3,14,23,2,5,1,11,6,1,1,1,cs100630750052269087.csv
 2,0,0,2,1,4,1,6,14,66,0,8,3,11,2,0,2,2,cs1088015435882506824.csv
 1,0,1,0,1,1,2,1,3,86,2,1,4,11,2,0,1,0,cs10118249517147114141.csv
 0,0,1,0,1,4,3,4,14,62,0,6,1,11,6,1,2,2,cs11054170806809044831.csv
 1,1,0,1,0,7,1,4,6,90,4,1,5,3,4,1,2,1,cs10485371831663550640.csv
 1,0,1,2,0,7,2,5,14,69,4,6,1,4,5,2,1,0,cs10811734411742304108.csv
 2,0,1,0,0,5,3,2,14,17,0,2,4,11,2,2,1,2,cs10898826995688927550.csv
 1,1,1,0,0,11,3,1,14,35,1,9,2,11,6,2,2,0,cs11489751240431094365.csv
 1,1,0,1,1,9,0,6,14,88,0,2,7,7,4,2,1,1,cs1113769797051614277.csv
 0,1,1,1,1,11,0,1,14,22,1,1,9,2,2,0,2,1,cs11052115931434999371.csv
 0,1,1,1,0,4,2,1,14,7,3,4,7,2,3,2,2,1,cs1108221792177686207.csv
 2,1,0,0,1,11,2,1,14,41,4,2,8,8,3,1,1,2,cs11204559830204056776.csv
 0,1,1,1,1,3,1,3,14,53,1,1,3,2,5,1,0,1,cs11355158762657797719.csv
 1,1,1,1,0,1,1,2,3,57,4,6,7,7,3,0,2,1,cs10831142420253108818.csv
 2,0,1,1,0,6,0,2,9,73,4,7,1,11,0,1,0,2,cs11052774805600318067.csv
 1,1,0,2,0,7,1,4,14,71,0,3,1,11,4,0,0,1,cs11419794729857678704.csv
 2,1,0,1,0,13,3,5,14,45,3,9,9,11,0,0,0,0,cs11242000068384442210.csv
 0,0,1,0,1,3,2,1,1,64,4,3,7,10,1,0,1,2,cs10830574429347881980.csv
 0,1,1,0,0,0,2,1,14,5,1,9,4,11,0,2,0,2,cs10251947322091851083.csv
 0,0,1,0,0,12,3,5,3,10,1,0,9,5,3,1,1,2,cs10590184500235506700.csv
 1,0,1,0,0,3,1,4,0,109,2,4,7,11,2,0,1,0,cs11076594610778880450.csv
 1,0,1,2,0,0,3,2,8,49,4,6,0,1,1,0,1,1,cs10201344101149187929.csv
 1,0,1,0,0,1,2,2,14,105,3,0,8,11,5,2,2,1,cs10672233952862432239.csv
 2,0,1,0,1,8,0,3,0,70,3,8,2,4,0,0,2,2,cs10936719858727061039.csv
 1,0,0,2,1,5,2,0,12,7,3,5,0,11,6,2,0,0,cs10343999929247348355.csv
 2,1,0,0,0,1,2,1,7,7,3,10,5,7,0,0,2,2,cs11480211846881054965.csv
 2,0,1,0,1,5,2,1,3,97,1,4,2,1,1,1,1,0,cs10070350021541690164.csv
 0,0,0,1,0,8,3,3,0,78,3,2,7,11,3,1,1,2,cs10983545179911769470.csv
 1,0,1,2,0,10,3,2,14,20,1,8,8,1,6,0,0,0,cs10519993684738318880.csv
 0,1,1,2,0,4,2,4,6,12,4,3,3,11,3,0,2,1,cs10962642750236534812.csv
 1,1,0,2,0,4,0,5,5,50,4,8,0,11,2,2,1,0,cs11020164827326606980.csv
 2,1,0,1,0,4,1,4,14,12,2,3,0,2,0,0,1,1,cs10582710142732092718.csv
 2,0,1,1,1,6,3,5,6,40,1,4,5,11,1,0,1,0,cs10262207262076896046.csv
 1,0,1,2,1,1,1,5,10,109,4,7,3,11,6,2,0,0,cs11264946690772365960.csv
 1,1,1,1,1,10,2,4,14,38,1,1,6,1,6,2,0,1,cs11390097518738471221.csv
 2,1,1,0,1,9,0,3,14,4,2,3,6,11,2,1,1,1,cs10329723508679837348.csv
 2,1,1,0,0,7,3,1,14,110,4,2,8,10,3,1,0,1,cs10495754942523299682.csv
 1,0,0,0,0,6,0,2,14,62,4,10,6,2,4,2,2,1,cs10475974500976935352.csv
 2,1,1,1,1,1,1,2,14,83,2,9,6,11,6,0,0,0,cs1110548421819032734.csv
 0,1,1,2,1,4,3,5,14,67,3,9,9,0,3,2,1,2,cs10568100400604152698.csv
 0,1,1,0,1,5,3,6,3,26,3,4,9,5,0,0,1,0,cs11449042919688502194.csv
 2,0,0,2,1,2,0,1,2,62,0,5,2,6,0,1,2,2,cs10289713221498459414.csv
 0,0,1,1,0,6,0,3,14,24,3,6,2,11,6,2,1,0,cs10836747277343571275.csv
 1,1,0,0,0,6,1,0,14,34,2,6,0,11,0,2,0,0,cs11367134721435778760.csv
 1,0,1,0,1,0,1,3,0,53,1,10,8,10,3,1,1,0,cs10956104608055245120.csv
 0,1,1,2,0,11,2,2,14,36,0,8,2,1,5,2,1,2,cs11410190388093596133.csv
 0,1,1,0,1,9,1,1,3,106,0,1,9,3,0,2,2,1,cs10459252899463235827.csv
 1,0,0,1,1,0,3,6,1,70,1,2,0,8,0,1,1,2,cs10861663364844362862.csv
 2,1,1,0,1,0,3,2,14,109,1,5,2,2,5,2,0,0,cs1122341149093419185.csv
 2,0,0,0,1,5,0,0,3,78,2,9,8,11,1,1,0,2,cs10399184197319518337.csv
 2,0,0,1,1,1,3,3,10,16,4,0,1,11,2,0,0,1,cs10456648639107374600.csv
 0,1,0,2,0,1,0,6,14,57,0,7,7,0,2,0,0,2,cs11323970239810079286.csv
 0,1,0,2,1,9,2,4,7,54,0,9,1,11,0,1,0,0,cs10063876942093355818.csv
 1,1,0,1,1,1,1,0,14,51,3,7,0,2,4,1,1,0,cs1079471685281031331.csv
 2,0,1,0,1,7,0,3,13,36,0,0,1,11,1,0,2,2,cs1111164280630633630.csv
 1,0,0,1,1,8,0,6,14,58,4,0,6,8,3,0,1,1,cs11019544065891945004.csv
 2,1,0,0,0,2,2,4,2,90,4,5,5,11,5,2,2,0,cs1031366925728437839.csv
 0,1,1,0,0,8,1,1,14,41,4,0,1,8,0,1,2,0,cs11340318648548057782.csv
 0,1,0,0,1,8,1,0,14,55,1,7,4,11,4,2,1,2,cs10611203210795514438.csv
 0,0,0,2,0,5,2,1,1,39,2,9,0,3,2,0,0,2,cs10240267733676314831.csv
 1,0,0,1,1,9,1,5,14,55,0,6,0,11,1,2,2,1,cs10275032097144112728.csv
 0,1,0,0,1,3,1,3,4,105,0,3,6,11,2,2,0,2,cs10201641286695514894.csv
 1,1,1,1,1,11,1,6,0,107,4,3,8,6,2,1,2,1,cs10683645981511236254.csv
 1,0,0,2,1,4,2,3,4,17,3,1,5,11,6,0,0,0,cs10842845673981082478.csv
 1,0,0,2,1,9,1,5,10,14,0,7,3,6,2,2,2,1,cs10272416400378369048.csv
 1,1,0,1,1,10,2,6,8,14,0,8,9,11,2,1,1,1,cs10865677440469416599.csv
 2,0,0,1,1,6,3,1,13,69,2,4,5,11,1,2,0,2,cs10078529182304864997.csv
 2,1,1,0,0,3,1,4,14,9,4,3,7,11,2,1,2,0,cs11449161258914147961.csv
 2,1,1,2,0,0,0,6,14,110,3,4,6,6,6,1,0,1,cs10184737153541786650.csv
 1,1,0,0,0,3,3,3,14,58,3,10,6,11,3,2,1,0,cs10680116838529737846.csv
 0,1,1,0,1,9,1,0,14,103,1,7,4,11,1,1,2,1,cs10051252161199264462.csv
 1,0,0,2,0,12,1,6,6,47,0,0,5,7,5,2,0,2,cs10925145336881709577.csv
 1,0,1,1,0,5,3,5,14,40,0,10,2,4,0,0,2,1,cs10499824305093890075.csv
 1,0,1,2,1,13,3,3,0,25,4,1,3,9,3,0,2,2,cs1093329176648551192.csv
 0,0,1,1,0,5,0,4,14,69,1,5,3,0,3,0,2,0,cs10907763884359274335.csv
 0,0,0,0,1,0,1,2,1,75,3,7,2,11,0,2,0,0,cs11085188404903998131.csv
 2,1,1,0,0,10,1,2,5,61,3,4,9,2,4,1,1,1,cs1143649256900145498.csv
 1,1,0,2,0,13,0,5,13,61,0,8,3,11,2,2,0,2,cs11266582381441630126.csv
 1,1,1,0,1,3,2,3,14,2,4,0,0,9,6,2,1,0,cs10463572579084977268.csv
 2,0,1,0,0,3,2,3,1,34,1,10,2,11,1,1,0,2,cs10248647935825930750.csv
 2,1,1,0,0,3,1,1,7,0,3,1,5,11,6,2,2,1,cs11049108390313688465.csv
 1,1,0,0,1,12,2,1,14,45,0,3,2,11,0,1,0,2,cs11010328505229491355.csv
 0,0,0,1,1,12,2,0,13,98,4,0,9,11,0,2,0,0,cs104029297788010187.csv
 0,0,0,0,1,10,0,3,14,103,2,0,3,6,6,1,0,2,cs1058247995271592012.csv
 1,1,1,1,1,0,0,0,14,51,1,1,7,11,5,0,1,1,cs10086925013567841120.csv
 0,0,0,0,0,0,3,4,14,31,0,10,3,11,0,0,2,0,cs10202470578420108494.csv
 2,1,1,1,1,7,0,4,14,51,3,4,1,1,3,1,1,0,cs11215787050985104839.csv
 2,1,1,0,1,13,3,3,14,26,0,8,4,11,5,0,1,0,cs10718260944181284904.csv
 1,1,1,1,1,10,3,1,14,99,4,2,0,10,5,0,0,2,cs10662576611414495900.csv
 2,0,0,1,1,11,2,3,14,94,4,3,7,11,5,2,1,1,cs10829278228787127432.csv
 2,0,1,0,1,7,3,0,14,108,2,10,3,11,0,0,0,2,cs11069304964459535744.csv
 1,1,0,1,1,12,2,1,11,61,3,4,6,11,5,2,2,0,cs1079928561478387692.csv
 2,1,0,0,1,8,2,2,12,40,2,4,2,0,6,2,0,0,cs10048781296260741618.csv
 1,1,0,0,1,6,3,4,0,109,2,6,7,3,0,0,0,1,cs11228578317298835208.csv
 0,1,1,2,0,12,2,5,11,98,0,9,7,5,1,1,0,0,cs11494349241863383876.csv
 0,0,1,1,1,5,2,4,2,101,2,1,6,11,6,2,1,1,cs10000898984263089511.csv
 1,0,0,0,0,9,0,1,6,110,1,9,4,11,6,0,2,2,cs10183564432210188632.csv
 0,0,1,2,1,9,0,3,14,93,2,10,9,6,1,0,1,1,cs11078359638485640124.csv
 2,1,0,2,1,12,0,3,8,107,3,6,5,11,5,2,2,2,cs11061065572267119298.csv
 0,0,0,2,0,3,0,3,14,61,1,3,2,1,2,0,0,0,cs11214683171433145300.csv
 0,0,1,0,0,10,3,4,1,56,4,0,5,0,6,2,0,2,cs10668570223518062875.csv
 1,0,0,1,0,7,0,3,14,22,1,2,8,11,4,2,2,2,cs1140739299888010423.csv
 1,0,1,0,0,4,1,0,14,1,3,10,8,5,5,0,0,2,cs10228959445055477468.csv
 1,1,1,2,0,12,0,3,14,100,3,6,3,2,5,0,1,1,cs11226043024971697574.csv
 0,0,1,1,1,1,0,0,14,91,0,2,0,7,0,0,1,0,cs11122469813909484456.csv
 2,1,1,1,1,9,3,1,14,86,3,0,5,11,6,1,1,1,cs1131791949337106680.csv
 2,0,0,0,0,8,0,0,14,29,2,1,3,4,1,0,0,2,cs11153972240742354155.csv
 0,0,1,0,1,4,1,1,14,101,1,5,4,3,1,1,1,2,cs10518915225785777170.csv
 1,1,1,2,1,1,2,1,14,50,0,2,4,1,0,1,2,0,cs10029890181518123862.csv
 1,0,1,2,1,11,2,5,10,47,3,3,7,11,0,1,1,1,cs11013334998799404515.csv
 2,1,1,2,1,2,0,4,14,57,0,10,3,10,1,2,2,0,cs11323199177744244028.csv
 0,0,1,1,1,4,0,5,11,41,1,1,7,11,5,0,1,0,cs11045543051678137684.csv
 2,0,1,2,0,7,0,5,1,63,3,7,8,8,3,0,0,1,cs10183760933932166636.csv
 2,0,1,2,0,8,0,1,14,41,4,4,0,11,1,1,1,2,cs10937798506946103332.csv
 2,0,1,1,1,12,0,1,8,56,0,4,4,11,6,1,2,2,cs11267614435060860003.csv
 1,0,1,1,1,2,0,0,14,80,3,9,7,11,6,2,0,1,cs10365590522102768871.csv
 0,1,0,0,0,7,1,2,2,85,2,8,3,6,5,0,0,0,cs10679101977391301237.csv
 1,1,0,0,1,8,0,2,14,43,0,2,9,11,6,0,1,0,cs10568595309101773212.csv
 1,1,0,2,0,9,2,5,10,99,1,6,8,11,6,0,2,1,cs11027937901567524170.csv
 1,1,0,0,0,11,3,6,3,31,4,10,8,7,5,0,0,0,cs10371686526324593619.csv
 1,0,0,0,0,7,2,2,13,76,0,6,7,3,4,1,1,0,cs10143176499378777790.csv
 2,0,0,0,0,6,3,6,2,49,2,3,3,11,4,0,0,0,cs11273644275134525080.csv
 1,1,0,0,0,13,0,3,14,99,1,5,0,11,2,2,0,0,cs10557958296269390933.csv
 1,1,1,0,1,10,0,3,13,68,3,5,7,11,0,0,2,2,cs10266871568083633322.csv
 0,0,1,2,0,0,2,6,14,28,2,0,6,11,3,0,0,2,cs11390051616418250775.csv
 0,0,0,1,0,1,2,1,14,30,3,10,4,11,2,0,0,2,cs11125519583147990376.csv
 0,0,0,0,1,2,1,6,14,81,3,9,8,2,3,1,2,2,cs11478947330263380362.csv
 0,1,1,0,1,1,0,2,8,70,1,5,5,11,5,1,1,0,cs10992829923908538993.csv
 0,0,0,1,0,9,0,5,14,57,3,8,0,8,3,2,2,0,cs10796512363872176508.csv
 0,1,0,2,1,12,2,4,2,63,3,6,0,7,5,1,1,0,cs11439729789718606214.csv
 1,0,1,1,1,5,2,1,14,66,3,0,6,8,3,2,1,2,cs10547184744127758954.csv
 1,1,0,0,0,9,0,3,10,99,3,8,0,11,1,0,0,2,cs11071196391286925765.csv
 0,0,1,0,0,0,1,0,14,89,3,6,8,5,4,0,2,1,cs10067523414842638931.csv
 1,1,0,2,0,9,3,0,14,15,2,10,1,9,0,2,2,0,cs10916241632069866763.csv
 1,0,0,1,1,6,3,3,5,61,2,9,8,6,2,1,1,2,cs11079457852101430310.csv
 2,0,0,1,1,7,0,5,14,11,2,7,3,11,6,0,1,1,cs10811976764857859005.csv
 2,0,0,1,1,12,0,2,1,53,2,7,8,2,5,2,2,0,cs10918464296165654090.csv
 2,1,0,2,1,0,3,1,4,53,1,8,4,11,2,2,0,2,cs10231684837933921538.csv
 0,0,1,1,0,4,1,2,14,101,0,9,9,11,3,0,2,0,cs11061450764306598321.csv
 0,1,0,0,1,5,3,6,14,65,1,2,2,10,6,2,0,0,cs10242283970261171935.csv
 0,0,1,0,0,1,0,4,7,55,2,5,1,11,0,2,0,0,cs10687776164971690988.csv
 1,0,0,0,0,10,3,5,14,3,0,7,9,2,2,0,0,1,cs10326533976887932453.csv
 1,1,0,2,1,7,2,3,12,65,2,10,7,7,6,2,0,1,cs10648382124215670368.csv
 1,1,1,1,1,10,2,6,10,51,2,1,3,11,1,0,0,0,cs11194411896797828123.csv
 0,0,0,0,1,4,3,6,12,10,4,4,8,11,2,2,1,0,cs10672663553076845531.csv
 0,0,1,0,1,0,2,1,14,40,4,9,2,8,4,1,0,2,cs10967952119504197840.csv
 1,1,0,2,1,3,3,0,14,105,4,2,3,5,6,0,0,0,cs10015751974903951454.csv
 0,1,1,1,1,3,1,4,12,16,3,5,8,10,4,1,1,1,cs1093348630630594242.csv
 1,0,0,2,1,0,1,0,14,80,1,10,0,11,6,1,1,1,cs11238334542048185954.csv
 2,1,0,2,0,3,2,3,13,51,4,10,9,11,1,2,2,0,cs11369090312244475820.csv
 1,0,1,2,0,11,2,5,14,65,0,8,5,11,6,1,0,2,cs11203924675765694050.csv
 2,1,0,2,0,8,3,4,14,81,3,8,9,10,4,0,1,2,cs11324809987495562376.csv
 1,1,1,2,1,12,1,2,14,36,3,0,1,11,4,1,0,2,cs10679961685599906085.csv
 1,1,0,2,0,10,0,4,14,33,3,7,2,0,4,1,2,0,cs11491068623649134557.csv
 1,1,1,0,1,4,1,4,9,99,2,5,8,7,1,1,2,0,cs10619515061105879812.csv
 2,1,0,0,1,7,3,1,14,55,3,6,6,11,4,2,1,2,cs10941604891714311207.csv
 1,0,1,1,1,13,2,1,14,65,0,7,6,1,2,2,0,2,cs10997529395063342749.csv
 0,1,0,2,0,11,3,5,14,66,4,0,4,3,2,0,1,0,cs10768597352347108327.csv
 2,0,1,1,0,7,2,2,1,109,1,8,9,7,0,0,0,1,cs11479993692768104545.csv
 2,0,0,2,0,1,2,3,14,4,4,9,8,6,3,2,2,2,cs11309092096559583311.csv
 2,0,1,1,1,1,1,1,6,46,4,4,8,11,6,2,2,1,cs10409849632251607431.csv
 1,1,0,1,0,8,3,4,4,4,1,7,0,11,5,0,2,1,cs10313466067025945281.csv
 1,1,0,0,0,8,0,5,14,80,0,9,4,9,1,1,2,2,cs10340212257369235743.csv
 1,1,0,1,0,9,0,2,6,81,2,9,0,11,6,0,0,2,cs11208174193449620936.csv
 2,1,1,1,1,6,1,1,14,8,4,10,8,11,6,2,0,1,cs11171009309190314808.csv
 1,1,1,2,1,3,3,6,14,0,3,10,8,11,4,0,0,0,cs11417139949369111722.csv
 0,1,1,1,1,6,0,0,0,68,1,6,2,8,2,0,1,2,cs10231305414956210671.csv
 0,0,0,2,0,1,3,4,14,1,1,1,4,11,5,2,0,2,cs10085009543297868021.csv
 0,1,1,2,1,0,1,4,5,99,2,7,1,8,1,2,1,1,cs11100361252697878295.csv
 1,0,0,0,0,13,3,2,14,32,3,5,6,11,0,1,2,0,cs10212649272805515385.csv
 0,0,1,1,0,7,3,4,1,8,2,9,3,6,4,0,1,2,cs10209028627271098708.csv
 1,1,0,1,1,7,0,4,6,34,4,6,3,10,0,1,0,0,cs10249534920055043504.csv
 0,0,1,1,0,0,0,5,6,35,4,9,2,10,6,2,0,1,cs10537834836841106128.csv
 1,0,1,1,1,5,2,4,14,37,1,10,2,0,6,1,1,2,cs11086265570202625549.csv
 0,1,1,2,1,1,0,3,14,102,2,0,8,11,4,2,0,2,cs10732932486712720346.csv
 0,1,1,0,1,5,3,4,3,65,0,10,7,7,3,2,1,2,cs10791973907971854637.csv
 0,1,1,1,0,5,3,1,4,27,1,2,0,11,3,0,2,2,cs10410269279763111038.csv
 0,0,0,0,1,0,1,2,14,26,4,6,1,11,4,1,0,1,cs10928467916512084182.csv
 1,0,0,0,1,9,3,2,14,19,0,10,2,11,1,0,2,0,cs10939904207582556208.csv
 2,1,0,0,1,8,3,4,9,1,0,0,6,11,0,2,2,1,cs10107819325587831767.csv
 0,0,1,2,0,8,0,0,14,56,1,2,7,11,0,2,2,1,cs11231593765095282515.csv
 0,0,0,1,0,8,2,3,14,19,4,6,3,5,0,1,1,0,cs10501601704202430875.csv
 1,0,0,0,1,5,1,6,0,106,4,6,5,3,3,1,1,0,cs11035351367500199644.csv
 0,1,1,1,1,0,3,2,13,102,0,0,5,4,5,1,0,1,cs10506124647994125051.csv
 1,0,1,1,1,5,0,6,14,49,1,8,7,11,3,0,0,1,cs1134403213986292987.csv
 0,1,1,0,0,10,0,0,14,65,0,4,9,5,1,2,0,2,cs11496285006672394132.csv
 0,1,1,2,0,11,3,4,5,75,2,6,3,11,6,2,0,0,cs104563437674275986.csv
 2,0,1,1,0,11,3,1,12,16,4,1,5,11,3,2,1,2,cs10213632872627333488.csv
 1,0,1,0,1,13,0,2,14,32,2,5,3,11,1,2,0,2,cs10521011239021573697.csv
 0,1,0,2,0,13,2,0,3,66,1,2,5,2,1,0,1,0,cs10862443564936234284.csv
 2,0,0,2,0,3,1,0,14,54,3,1,7,8,6,0,1,2,cs103987180036984774.csv
 2,0,1,1,0,13,3,2,3,12,0,6,6,11,0,1,0,0,cs10702434712262019039.csv
 0,1,1,1,0,8,2,0,14,88,4,4,4,11,2,1,1,2,cs10261568234944460922.csv
 0,0,0,1,0,8,0,5,14,24,1,5,2,2,4,0,1,0,cs11055974446735459699.csv
 2,0,0,0,0,1,3,5,14,74,1,9,2,11,3,2,0,1,cs11172942876500100890.csv
 0,0,1,2,0,11,3,3,11,28,1,5,2,11,3,2,2,1,cs11174863831972022060.csv
 1,0,1,2,0,8,3,2,14,47,4,9,1,11,5,2,1,1,cs11414195211075446167.csv
 0,0,0,2,0,9,1,3,14,44,2,7,3,7,6,1,0,0,cs10461634484626190746.csv
 0,1,1,1,0,4,2,1,7,59,1,0,7,1,1,2,2,2,cs10502169162078023761.csv
 1,0,1,0,0,8,2,6,14,4,1,4,9,11,1,0,2,1,cs10078078819892766910.csv
 2,1,1,2,1,11,3,2,14,104,4,6,4,11,3,0,0,2,cs10025099739819663736.csv
 0,1,0,1,0,6,3,2,14,94,3,3,4,4,4,0,1,1,cs11490002973990271424.csv
 1,0,0,0,1,4,3,4,14,69,2,2,9,11,1,2,0,2,cs10962205850931121887.csv
 2,1,0,1,0,3,2,2,14,63,2,9,5,8,2,1,1,1,cs10371818393449458948.csv
 0,0,0,1,0,13,1,5,6,47,3,4,2,11,5,0,1,2,cs10725880427456484228.csv
 2,0,0,0,1,12,1,2,11,51,0,4,5,11,4,0,1,2,cs10388037415670725608.csv
 0,0,1,1,0,2,0,2,14,22,1,0,8,2,3,0,0,1,cs10856262846353432642.csv
 1,1,0,0,1,5,3,5,11,57,2,3,3,1,0,1,2,1,cs10770075665529577482.csv
 0,1,1,0,1,10,2,4,14,95,0,9,4,11,0,1,0,0,cs10920642228167812134.csv
 0,1,1,2,0,11,0,5,4,65,0,8,8,11,3,0,1,2,cs10169670134543917208.csv
 1,1,0,1,0,7,3,0,14,63,1,1,1,3,4,2,2,0,cs11217630139474838570.csv
 1,0,0,1,0,6,1,3,14,24,3,8,7,0,2,0,1,0,cs10507345042789816766.csv
 2,1,1,0,1,2,2,5,8,68,0,4,9,1,6,0,2,1,cs10429000770319059989.csv
 1,0,1,2,1,10,2,1,1,24,4,7,3,7,1,0,2,1,cs1140641219113265023.csv
 1,1,1,1,0,7,0,0,4,51,0,2,4,9,4,2,0,2,cs10280719807173001506.csv
 1,1,0,2,0,9,3,3,14,12,2,5,2,6,1,0,2,2,cs11405597438335548904.csv
 2,0,0,1,0,13,0,3,14,100,0,8,4,9,6,0,2,2,cs10203074809570916327.csv
 0,1,1,1,1,2,2,1,14,96,1,9,5,8,3,2,1,0,cs11246639551266519462.csv
 2,0,0,0,1,0,1,3,13,4,0,5,7,11,2,1,2,1,cs10166357202051938978.csv
 0,1,1,0,1,1,2,5,12,55,1,2,7,9,5,1,0,0,cs10736319846148278266.csv
 0,0,1,0,0,6,2,2,14,32,4,1,0,11,1,1,1,1,cs10135040153021207173.csv
 2,1,0,2,1,0,0,3,14,22,4,2,4,11,2,0,2,2,cs10194666472107519598.csv
 0,0,1,1,0,4,0,3,13,37,0,0,5,11,1,2,1,2,cs10926018626842204985.csv
 0,0,0,2,1,12,2,0,8,109,4,5,6,11,1,1,2,2,cs10509283044622919630.csv
 2,0,1,2,0,4,1,0,14,38,3,8,4,11,5,0,2,1,cs1054810938858676220.csv
 0,0,0,0,1,5,0,1,0,36,2,8,5,11,2,2,0,1,cs11167490781471735738.csv
 0,0,0,2,1,3,1,6,14,42,2,5,8,3,0,2,1,0,cs11468978049541873603.csv
 1,0,1,1,0,12,0,3,14,77,0,10,1,11,2,2,0,2,cs10867673570362314746.csv
 0,0,1,0,1,12,0,0,8,105,0,4,9,11,6,1,1,0,cs10416091887331653743.csv
 1,1,0,2,1,4,0,5,8,76,0,3,5,8,1,2,0,2,cs11272209980486525805.csv
 2,1,0,2,0,3,0,0,14,32,2,3,8,7,4,1,0,1,cs10904030677406284247.csv
 1,0,0,1,0,8,2,1,5,18,3,0,4,10,6,2,1,2,cs10390948416045942916.csv
 0,1,0,1,1,10,2,5,14,94,2,4,3,11,0,1,0,1,cs10778063788812073818.csv
 1,0,1,2,1,3,0,6,6,86,3,3,6,9,3,1,2,0,cs11375949623150088770.csv
 0,0,1,1,1,10,3,2,4,62,0,1,4,11,5,0,1,2,cs1134079767062592052.csv
 1,0,1,2,1,7,2,4,6,0,1,10,4,0,2,0,2,0,cs1120495687943820928.csv
 1,1,0,1,0,13,1,1,9,45,3,7,0,10,5,0,1,1,cs11225638899167875092.csv
 0,1,0,2,1,7,0,2,14,30,4,8,2,5,2,1,2,1,cs10931494489363717569.csv
 0,1,0,2,0,10,1,1,14,82,0,9,4,0,5,1,0,2,cs1047831947980200554.csv
 1,1,1,0,0,3,3,4,14,18,1,7,7,11,1,0,2,0,cs10323315496269061585.csv
 2,1,0,1,0,6,1,2,14,71,2,8,6,10,2,2,2,1,cs10181131937709017720.csv
 1,1,0,2,1,6,0,6,1,73,1,7,7,11,0,2,0,1,cs11262666289628543202.csv
 2,1,1,0,0,3,1,5,12,79,3,1,1,7,4,0,0,2,cs10510448405651453510.csv
 1,0,0,0,0,0,0,5,14,79,1,7,3,5,4,1,2,0,cs10013122981449569681.csv
 1,0,1,0,1,12,2,2,14,59,2,8,6,3,6,2,0,0,cs11286121338447467652.csv
 0,1,0,2,0,4,1,4,14,24,3,3,8,11,4,0,0,1,cs1147918452555864158.csv
 0,1,1,0,0,1,2,4,14,7,2,9,1,11,6,0,0,2,cs11057333552782661562.csv
 1,0,1,2,0,0,1,0,14,8,1,8,9,11,5,1,1,2,cs11298348702997524391.csv
 1,1,1,2,1,12,3,1,14,73,2,7,7,0,1,2,1,1,cs10434212010241723997.csv
