house	personality	herbology	quidditch rank
0	2	0.0	566.4422
2	1	1.0	281.32944
1	2	1.0	434.5301
1	3	1.0	480.5411
0	2	1.0	601.2743
1	2	1.0	457.47723
2	2	1.0	334.73132
0	2	1.0	585.4111
0	2	1.0	571.1081
2	2	1.0	291.79294
3	2	1.0	449.09433
2	3	0.0	336.62836
3	0	1.0	454.65488
2	3	1.0	220.26651
1	2	1.0	428.0882
2	1	1.0	325.29803
1	0	1.0	442.37424
0	2	0.0	595.3566
2	0	1.0	236.53381
0	0	0.0	579.0845
1	3	1.0	444.9444
3	2	1.0	521.94446
1	1	1.0	442.95352
2	2	1.0	235.75082
1	2	1.0	442.50323
1	2	1.0	446.64868
2	2	1.0	304.46298
2	1	1.0	284.26202
0	0	1.0	564.776
2	0	0.0	259.2228
3	0	1.0	528.4531
1	3	1.0	491.1034
3	2	1.0	604.5896
3	2	1.0	481.53732
3	1	1.0	525.7659
3	2	1.0	562.6984
1	3	1.0	474.89777
0	0	0.0	598.1725
2	0	1.0	351.74774
0	0	1.0	541.5747
2	0	0.0	325.74176
0	1	0.0	568.94147
1	2	1.0	481.9892
1	3	1.0	468.7709
3	0	1.0	511.28906
2	0	0.0	325.44418
1	3	1.0	461.38596
2	1	1.0	290.52423
0	2	1.0	600.41534
1	2	1.0	435.17206
0	1	1.0	585.24927
0	2	0.0	571.3812
2	1	0.0	320.83704
3	2	1.0	516.56915
1	2	1.0	496.92587
2	2	1.0	300.4794
3	0	1.0	482.19864
1	3	1.0	472.48758
2	0	1.0	352.26883
0	2	0.0	588.8997
2	0	1.0	319.9796
3	1	0.0	552.7829
1	3	1.0	442.28052
0	1	1.0	594.4568
0	0	0.0	579.3015
1	2	0.0	436.36124
2	0	1.0	270.9266
2	1	0.0	309.26437
1	2	0.0	416.2779
0	0	0.0	599.8576
0	1	1.0	589.66895
3	2	1.0	606.22534
1	2	1.0	456.10898
0	0	1.0	593.6682
0	1	0.0	552.1932
3	2	0.0	459.95117
1	2	0.0	448.7492
0	0	1.0	633.188
0	0	0.0	619.07806
2	1	1.0	281.92163
3	0	0.0	476.45493
2	1	1.0	320.79474
0	1	1.0	606.5679
1	3	1.0	450.63068
2	0	0.0	261.25647
3	2	1.0	499.325
2	1	0.0	312.51123
3	2	0.0	514.40265
1	3	1.0	422.4409
3	2	0.0	493.5645
3	1	0.0	437.0548
0	0	0.0	572.43896
1	2	1.0	473.0707
0	3	0.0	615.09766
1	3	1.0	466.4327
1	2	1.0	451.32367
1	3	1.0	444.60007
0	2	1.0	586.7851
3	1	1.0	495.73166
0	0	1.0	571.27167
1	3	1.0	462.95535
3	1	1.0	494.7223
1	3	1.0	425.5512
2	0	0.0	191.28879
1	1	1.0	454.96924
2	1	1.0	304.3946
3	1	1.0	538.0503
3	1	1.0	525.4115
2	0	0.0	266.42923
1	3	1.0	437.18808
2	1	0.0	276.3242
1	3	1.0	450.11954
3	3	1.0	564.225
1	1	1.0	443.65173
3	0	1.0	496.90015
1	2	1.0	458.39526
0	2	0.0	565.0258
2	0	0.0	333.52356
0	1	0.0	596.2518
3	2	1.0	539.0488
2	1	1.0	249.70312
3	1	1.0	520.2006
1	3	1.0	492.4709
1	3	1.0	496.50653
1	3	1.0	454.8412
2	3	0.0	333.34494
1	3	1.0	428.1607
2	0	0.0	347.4928
0	0	0.0	618.2407
3	2	1.0	503.6428
3	2	1.0	445.44208
0	1	1.0	567.2121
0	0	1.0	551.13055
1	3	1.0	447.91666
3	2	1.0	445.64554
0	1	1.0	603.47345
3	0	0.0	515.79114
0	0	0.0	583.6034
2	1	1.0	286.51843
1	0	1.0	470.7627
3	0	1.0	463.89142
1	3	1.0	471.35104
2	0	0.0	319.88632
1	3	1.0	482.54446
2	2	0.0	324.5747
1	3	1.0	445.51788
2	1	0.0	273.14594
1	3	1.0	486.5543
0	0	0.0	604.62213
3	2	0.0	500.64316
1	2	1.0	471.19568
3	2	0.0	549.68353
2	0	1.0	309.5268
0	0	0.0	559.28864
0	1	1.0	569.4233
3	2	1.0	507.19736
3	1	1.0	496.79773
2	1	1.0	304.97037
2	1	0.0	359.25558
3	2	1.0	511.1576
0	0	0.0	631.2931
0	0	1.0	619.72156
0	0	0.0	622.74963
2	0	0.0	218.94598
1	3	1.0	447.60696
0	2	0.0	573.80597
1	3	1.0	439.05203
2	1	1.0	296.9303
0	2	0.0	587.2909
2	2	0.0	333.18494
2	0	1.0	315.7809
3	1	0.0	548.68115
2	0	1.0	296.73907
1	3	1.0	442.65048
0	0	0.0	542.22424
1	3	1.0	472.9194
2	2	1.0	281.66742
3	0	1.0	514.2948
3	2	1.0	512.0848
2	1	0.0	339.6497
2	0	1.0	303.73758
0	1	0.0	585.5378
0	0	1.0	602.4501
2	0	0.0	312.48734
3	0	1.0	502.2302
1	2	1.0	449.76254
1	0	1.0	476.23532
3	1	1.0	464.005
3	2	1.0	532.69543
1	3	1.0	473.84818
1	0	1.0	448.97403
1	3	1.0	455.3189
3	1	1.0	434.8155
2	1	0.0	259.5458
2	0	0.0	348.06082
1	0	0.0	471.75018
0	1	1.0	626.8689
1	3	1.0	427.7193
2	0	1.0	327.16528
1	2	1.0	425.582
2	1	0.0	415.08563
3	2	1.0	477.09335
2	1	0.0	292.6443
2	1	1.0	333.00067
3	1	1.0	518.6437
3	0	1.0	557.9854
0	0	1.0	616.8589
2	0	0.0	279.36697
2	0	1.0	315.628
1	3	1.0	438.59998
0	1	0.0	607.4809
3	0	1.0	489.0578
3	2	1.0	480.2535
1	3	1.0	489.83194
2	1	0.0	228.99826
1	2	1.0	436.74353
1	2	1.0	488.56168
3	3	1.0	458.53387
0	0	0.0	538.1632
0	1	1.0	626.2713
2	1	1.0	293.32077
0	2	1.0	583.118
3	0	1.0	423.45605
1	0	1.0	454.07028
2	2	0.0	269.08383
3	2	1.0	450.8385
3	2	1.0	466.1495
1	2	1.0	434.59747
3	2	1.0	471.46292
2	0	0.0	280.92645
1	2	1.0	458.60297
0	0	1.0	548.22156
1	3	1.0	431.1423
0	1	0.0	553.29443
2	0	1.0	319.20538
2	1	1.0	321.01398
2	2	1.0	263.73953
1	3	1.0	448.64264
3	1	1.0	507.7059
3	0	1.0	460.4976
3	2	1.0	560.11743
1	2	1.0	453.9499
2	0	1.0	310.5902
0	2	0.0	605.2327
0	1	1.0	630.44073
2	0	1.0	255.79271
2	2	1.0	241.00809
3	0	1.0	543.5826
1	0	1.0	466.54388
1	2	1.0	457.46323
3	1	1.0	367.2329
3	0	1.0	461.24622
0	2	1.0	560.9522
1	3	1.0	444.9887
3	3	1.0	455.95975
3	1	1.0	560.67377
1	3	1.0	464.21704
0	1	0.0	627.3505
1	2	1.0	483.72867
0	1	1.0	549.00806
2	1	1.0	326.01086
2	1	0.0	365.82748
0	0	1.0	538.403
3	0	0.0	597.35834
3	2	1.0	521.3831
2	2	0.0	308.51706
3	2	0.0	577.08307
1	3	1.0	432.55585
1	2	1.0	478.60913
1	2	1.0	442.8057
2	3	1.0	338.34152
1	0	1.0	466.77078
3	3	1.0	509.0005
2	0	1.0	310.36127
2	0	1.0	322.36313
3	1	0.0	440.05646
2	1	0.0	288.4683
0	1	0.0	597.14624
1	3	0.0	491.54678
1	2	1.0	476.86398
3	0	1.0	550.7049
0	1	1.0	608.47314
3	3	1.0	524.8033
3	2	1.0	502.13333
3	2	1.0	499.45972
1	3	1.0	461.61542
2	2	1.0	237.59789
0	1	0.0	615.7119
1	3	1.0	467.585
3	2	1.0	570.4427
2	0	1.0	272.65765
1	3	0.0	465.04504
1	3	1.0	426.0524
2	1	0.0	230.0092
0	1	0.0	590.15985
2	1	1.0	326.9359
0	0	0.0	561.5754
2	0	1.0	301.4938
2	3	1.0	347.56067
0	1	1.0	593.42554
2	1	1.0	307.24033
2	2	1.0	337.71368
1	2	0.0	475.87253
0	2	0.0	573.9394
0	1	0.0	616.60846
1	2	1.0	442.11667
3	2	0.0	469.7429
2	0	1.0	283.124
0	1	1.0	560.87177
0	1	0.0	581.4228
0	1	0.0	548.3301
1	3	1.0	443.62033
2	1	1.0	320.75955
3	2	0.0	492.09683
2	0	0.0	273.31717
0	1	1.0	574.1068
2	0	0.0	285.47803
2	0	1.0	320.02298
3	0	1.0	531.3887
2	1	0.0	263.58923
0	0	1.0	585.4009
0	1	1.0	576.0255
0	0	0.0	558.2972
1	1	1.0	445.6316
3	2	1.0	443.18085
3	2	1.0	455.53467
2	2	1.0	308.09018
1	3	1.0	462.8253
1	2	0.0	444.91196
1	1	1.0	459.4846
0	3	0.0	536.6639
0	1	0.0	587.3679
3	3	1.0	444.60364
2	2	1.0	289.72403
1	3	1.0	439.19638
1	3	1.0	441.2633
2	2	1.0	354.04666
2	2	0.0	331.22754
3	0	1.0	534.81323
1	3	1.0	448.6554
1	3	1.0	452.62064
1	2	1.0	442.19592
2	3	1.0	267.00665
2	0	1.0	318.2112
1	2	1.0	445.70685
0	1	1.0	577.8878
3	3	1.0	518.8034
2	0	0.0	266.21988
0	0	1.0	586.01215
1	3	1.0	488.38388
3	2	1.0	491.80457
2	1	1.0	295.23685
2	2	0.0	315.06906
0	2	0.0	545.66907
2	3	0.0	356.44943
3	2	1.0	485.9207
0	1	0.0	567.4435
2	1	0.0	300.4246
0	1	1.0	618.7307
0	1	0.0	562.7292
0	0	0.0	600.5929
3	2	1.0	526.1134
1	2	1.0	494.95746
1	2	1.0	447.1974
3	1	1.0	501.45816
3	0	1.0	594.60297
0	2	0.0	587.72076
1	2	1.0	440.84308
0	0	1.0	554.59076
3	0	1.0	530.4994
2	2	0.0	327.93777
1	2	1.0	453.55972
3	2	1.0	460.4092
1	2	1.0	426.12714
1	2	1.0	439.9073
0	1	1.0	610.5111
3	1	1.0	580.309
3	2	1.0	551.49725
2	2	0.0	242.35817
1	2	1.0	444.16528
0	0	0.0	583.6235
2	1	1.0	274.0561
3	1	1.0	472.47836
0	0	1.0	584.2364
1	2	1.0	440.3893
1	3	0.0	455.1342
3	0	1.0	489.65552
3	1	0.0	538.2316
2	1	1.0	238.0962
0	1	1.0	573.5138
3	2	1.0	441.99026
1	2	1.0	465.47382
2	2	0.0	266.42087
0	0	1.0	587.5242
2	2	1.0	236.35583
3	2	0.0	470.90836
1	0	1.0	426.73618
0	1	1.0	587.7077
0	0	1.0	566.24384
0	0	1.0	588.59015
3	0	1.0	517.7598
1	3	1.0	505.37094
1	3	1.0	462.23495
0	3	1.0	567.4129
2	1	0.0	328.16418
2	1	0.0	295.14465
2	2	1.0	332.28482
3	2	1.0	495.08597
1	3	1.0	438.5251
1	3	1.0	480.54233
3	1	1.0	498.91553
1	3	1.0	491.45905
1	2	1.0	436.61636
1	3	1.0	459.52966
1	2	1.0	476.17688
1	3	1.0	469.72025
1	3	1.0	489.47577
3	2	1.0	479.77475
0	1	0.0	605.6548
3	0	1.0	434.44235
0	1	0.0	584.1721
1	2	1.0	433.14188
2	0	1.0	345.27664
3	0	1.0	442.8852
0	0	0.0	574.5847
0	2	0.0	568.3085
2	3	0.0	259.46082
2	0	0.0	286.79544
3	0	0.0	511.89337
0	1	0.0	568.3984
0	2	0.0	535.7201
0	0	1.0	600.4045
1	2	1.0	473.4038
0	0	1.0	567.5002
2	0	0.0	281.71384
1	2	1.0	504.5266
1	3	1.0	439.48712
0	0	0.0	573.2619
3	1	1.0	589.35944
0	2	0.0	585.02094
1	3	1.0	458.62146
2	1	1.0	337.89722
2	1	1.0	258.55765
2	1	1.0	324.49142
2	0	1.0	323.244
0	0	0.0	601.58765
2	0	1.0	348.80905
2	2	1.0	282.76837
1	3	1.0	502.14584
2	1	0.0	294.55872
3	1	1.0	561.3219
1	2	1.0	471.32938
3	2	1.0	485.0528
1	3	1.0	440.2977
3	0	0.0	538.7401
1	2	1.0	453.0124
3	2	0.0	579.4263
0	0	1.0	566.22974
2	0	1.0	284.7153
3	0	1.0	474.40558
2	1	0.0	245.22723
2	0	1.0	286.8693
0	1	1.0	590.6573
3	0	1.0	540.2186
2	1	0.0	297.94986
2	1	0.0	304.46152
2	2	0.0	326.35257
0	0	0.0	598.45575
3	2	1.0	458.18768
1	3	1.0	458.7683
3	2	1.0	464.73813
3	2	1.0	445.08502
2	1	1.0	285.61215
3	2	1.0	488.7845
3	1	1.0	547.1926
0	2	0.0	568.07635
2	2	1.0	339.11713
2	0	1.0	352.7705
3	2	1.0	521.8541
0	0	0.0	525.49677
3	0	1.0	467.78772
1	3	1.0	451.9905
0	1	1.0	625.39105
3	2	1.0	521.59906
0	0	0.0	605.97705
0	1	0.0	531.28876
2	0	1.0	303.0446
0	1	1.0	534.53784
3	2	0.0	427.23608
0	2	1.0	574.3489
2	0	0.0	312.14575
2	0	1.0	326.10538
2	0	0.0	238.55316
0	1	0.0	575.4292
1	2	1.0	525.49084
3	0	1.0	460.07727
3	0	1.0	507.7337
3	0	0.0	456.78372
0	0	1.0	605.68256
3	0	1.0	502.90237
3	0	1.0	478.89322
0	2	1.0	587.85004
3	2	1.0	528.4141
1	2	1.0	459.31442
0	1	1.0	593.9292
2	1	1.0	265.0434
2	1	1.0	282.25235
1	2	1.0	499.76178
3	1	0.0	497.04785
1	3	1.0	449.48557
2	1	0.0	274.5848
2	2	1.0	307.18182
0	3	0.0	589.3065
1	2	1.0	490.25452
1	2	1.0	496.85742
1	3	1.0	474.85992
3	0	1.0	466.35944
3	2	0.0	457.06888
0	1	0.0	592.88574
1	2	1.0	465.09964
0	0	0.0	598.20416
3	3	0.0	496.88467
2	1	0.0	334.9927
2	2	1.0	286.64517
0	2	0.0	584.0317
0	0	0.0	594.5649
3	2	1.0	524.92285
3	1	1.0	592.4691
1	2	1.0	423.5524
0	3	0.0	538.6396
3	0	1.0	503.40323
3	1	1.0	533.28687
1	3	1.0	463.00317
0	2	0.0	614.5902
1	2	1.0	480.58618
0	2	0.0	536.5986
2	2	1.0	221.03809
1	3	1.0	461.95712
0	0	0.0	609.56055
3	3	1.0	494.04703
3	2	1.0	498.01837
3	3	1.0	592.06586
2	0	0.0	308.46695
3	0	1.0	553.22327
3	2	0.0	449.649
0	1	1.0	578.67175
1	2	1.0	461.35855
3	2	1.0	491.516
0	0	0.0	570.5755
3	1	1.0	469.52368
2	1	0.0	313.03177
1	3	1.0	467.08554
2	0	0.0	347.634
0	0	0.0	630.64685
3	0	1.0	564.05286
3	2	0.0	484.52463
3	2	1.0	512.1123
1	3	0.0	446.4136
2	1	0.0	298.86703
3	2	1.0	349.64862
2	0	1.0	296.7609
3	2	0.0	537.02045
3	3	1.0	421.4812
3	0	0.0	504.17346
3	1	1.0	493.48007
0	1	0.0	596.0733
0	1	0.0	605.49695
3	2	0.0	506.4594
2	0	0.0	322.2323
1	3	1.0	423.26346
1	0	1.0	450.68835
3	1	0.0	480.0207
3	2	1.0	505.03595
0	0	0.0	604.483
0	2	1.0	558.5639
1	3	1.0	469.80423
1	2	1.0	442.06537
0	0	1.0	566.3333
1	3	1.0	467.16495
3	0	1.0	525.0141
3	0	1.0	545.7279
2	2	0.0	326.5889
0	1	1.0	609.2182
2	0	0.0	285.30637
0	0	0.0	575.06494
1	3	1.0	476.33698
3	1	0.0	521.41077
2	0	1.0	321.34848
2	1	1.0	277.7738
2	1	1.0	306.1028
1	2	1.0	477.99258
0	0	0.0	589.0421
2	1	1.0	336.2482
3	2	1.0	441.60217
3	2	1.0	507.0617
0	1	0.0	561.9181
3	3	1.0	496.0545
2	0	1.0	261.70245
2	2	1.0	304.70612
1	3	0.0	444.20163
3	0	1.0	512.7378
0	1	1.0	614.8177
1	1	1.0	472.0241
2	0	1.0	226.66733
3	0	1.0	493.52075
0	0	0.0	586.3573
1	2	1.0	426.37637
1	3	0.0	461.4745
2	0	1.0	255.9845
0	1	0.0	568.7765
3	2	1.0	483.28458
2	2	1.0	346.4748
1	3	1.0	462.6232
2	1	1.0	315.6883
3	2	1.0	490.80408
3	2	1.0	513.3698
2	2	1.0	245.29045
2	0	0.0	284.10342
1	2	0.0	430.0407
1	2	1.0	462.85336
2	1	0.0	276.68652
3	0	1.0	493.683
1	0	1.0	449.06122
3	2	1.0	501.49225
1	2	1.0	451.94272
3	2	1.0	462.0797
3	1	0.0	573.49835
0	0	1.0	558.18
3	2	1.0	536.0853
3	3	0.0	559.1924
1	3	1.0	447.1194
0	1	1.0	560.2385
1	2	1.0	438.5431
0	1	0.0	598.4076
1	2	1.0	437.07233
1	2	1.0	457.95215
3	1	1.0	428.91858
3	2	1.0	499.69232
2	2	0.0	265.05173
2	0	0.0	307.75613
0	0	1.0	581.1968
3	0	0.0	532.8648
0	1	0.0	583.90216
2	2	1.0	289.7955
0	2	1.0	590.34827
3	2	1.0	522.1566
3	2	0.0	457.5377
3	0	1.0	412.812
1	2	1.0	459.23773
1	2	1.0	469.75958
0	2	1.0	603.9476
1	3	1.0	436.10876
2	1	1.0	299.84763
3	1	1.0	537.6853
0	2	0.0	593.7531
3	3	1.0	445.1858
1	3	1.0	435.85553
0	2	1.0	546.4053
1	3	1.0	446.7027
0	1	1.0	597.41016
2	2	1.0	246.60864
2	1	1.0	304.33228
3	3	1.0	473.47473
3	2	1.0	491.5876
0	0	1.0	546.1181
0	1	1.0	583.75616
1	3	1.0	444.0167
1	3	1.0	417.9541
3	2	1.0	475.07495
1	3	1.0	449.9352
2	2	0.0	359.89154
0	1	0.0	570.0869
2	1	1.0	278.88583
0	0	1.0	547.90344
2	0	1.0	255.68365
1	3	1.0	486.55426
1	2	1.0	482.83398
0	1	1.0	608.0914
3	2	0.0	530.2199
1	1	1.0	449.6633
0	0	0.0	590.29877
3	0	1.0	507.9238
0	2	0.0	555.40594
2	0	1.0	296.82034
3	2	1.0	457.79257
2	0	0.0	273.898
3	1	1.0	448.42932
2	0	0.0	385.57095
1	2	1.0	446.7103
3	2	0.0	477.63272
2	3	1.0	323.0569
1	3	1.0	453.97247
3	0	1.0	449.95624
1	3	1.0	465.72897
1	3	1.0	490.477
1	3	1.0	456.2184
3	2	1.0	549.6649
1	3	1.0	467.2306
1	2	0.0	437.23404
2	0	0.0	327.57462
2	1	1.0	293.84875
1	0	1.0	475.56912
3	2	0.0	486.12827
3	3	1.0	496.6085
3	1	0.0	550.31995
0	1	0.0	594.4759
3	2	1.0	518.6701
2	1	0.0	271.96332
2	0	0.0	275.60297
2	0	1.0	265.65765
3	2	1.0	541.38586
2	1	1.0	349.00632
3	0	0.0	489.44943
0	1	1.0	564.44574
1	2	1.0	461.43866
3	2	0.0	526.80945
3	1	1.0	573.7487
3	2	1.0	546.1157
2	0	1.0	310.9691
2	1	1.0	350.01495
3	2	0.0	491.2229
3	1	1.0	505.78134
2	0	0.0	313.38492
1	1	1.0	453.5632
0	2	0.0	580.0347
1	3	1.0	439.21964
2	1	1.0	305.6082
3	0	1.0	632.0167
0	1	0.0	550.9669
2	2	0.0	371.24252
1	2	1.0	459.38995
1	2	1.0	468.3258
1	2	1.0	453.76413
2	1	0.0	297.50314
3	2	0.0	494.5057
1	2	1.0	503.55844
3	3	1.0	441.48535
1	2	1.0	459.66602
1	3	1.0	492.31882
2	0	1.0	227.49878
0	0	1.0	583.20807
3	3	1.0	454.1254
0	2	1.0	570.9965
0	1	1.0	583.75073
0	1	1.0	554.95575
3	0	1.0	468.63794
0	2	1.0	647.5661
3	1	1.0	452.34686
2	0	1.0	305.524
0	0	0.0	565.8529
0	0	0.0	542.62616
0	0	1.0	587.40594
0	1	0.0	606.6572
0	0	0.0	592.68335
0	1	0.0	572.64624
0	2	1.0	571.295
1	3	0.0	463.16998
1	2	1.0	490.19702
3	2	1.0	523.4971
2	1	0.0	308.20248
3	2	1.0	543.884
0	2	0.0	582.60754
1	2	1.0	476.44016
1	3	1.0	449.54208
3	2	1.0	517.15466
3	0	1.0	413.48468
2	0	1.0	276.34634
3	1	1.0	599.0222
2	0	1.0	261.58777
3	1	1.0	434.2918
1	0	1.0	465.84848
3	1	1.0	511.08667
1	2	1.0	464.0801
2	0	1.0	314.70844
1	3	1.0	441.01294
1	2	1.0	485.23215
0	2	0.0	560.46674
1	3	1.0	466.2233
2	0	1.0	330.15308
0	0	1.0	584.6347
2	3	0.0	281.63422
2	1	0.0	355.1041
1	3	1.0	417.5284
2	1	0.0	345.91678
1	2	1.0	485.13
3	0	1.0	626.2345
2	0	0.0	319.36157
3	1	1.0	539.56946
3	2	1.0	513.6578
0	0	0.0	544.13904
1	3	1.0	514.2078
2	0	0.0	324.84424
0	2	0.0	577.1701
1	3	1.0	443.17932
1	3	1.0	465.02914
2	2	1.0	314.19406
1	1	1.0	453.49252
2	2	1.0	339.67316
2	0	0.0	291.43744
2	1	0.0	346.90552
3	3	1.0	540.99396
2	2	1.0	251.54045
1	3	1.0	447.2457
2	1	1.0	298.20724
3	2	1.0	555.2138
2	0	1.0	292.27332
0	0	0.0	582.64056
0	0	0.0	565.0466
2	1	1.0	322.44006
0	0	1.0	612.56256
1	2	0.0	471.2522
0	0	0.0	574.45703
0	0	0.0	553.82764
3	0	1.0	567.74445
3	2	0.0	493.51953
0	0	1.0	606.232
1	2	1.0	442.3695
3	2	0.0	475.8554
3	2	1.0	583.52026
1	3	1.0	393.27533
2	1	1.0	261.58774
1	3	1.0	498.12555
2	1	0.0	276.88617
0	0	1.0	547.28467
2	0	1.0	273.1541
3	0	0.0	545.62476
3	2	1.0	482.9204
3	2	1.0	477.24463
2	0	1.0	330.4026
2	1	0.0	296.45035
0	2	0.0	568.8544
0	1	0.0	589.0105
3	2	0.0	445.99207
0	1	0.0	541.71063
0	2	0.0	623.48303
0	1	0.0	619.18756
3	1	1.0	451.26196
1	2	1.0	423.03604
0	1	0.0	594.84076
1	1	1.0	497.60425
3	0	1.0	489.0664
3	0	0.0	506.03293
1	3	1.0	457.88263
3	3	1.0	529.73315
1	2	1.0	449.47678
0	0	0.0	579.60693
1	0	1.0	437.72662
3	0	1.0	502.24442
3	2	0.0	548.73914
2	0	1.0	320.9577
2	0	0.0	287.16446
2	2	0.0	408.98184
2	1	1.0	345.2721
0	0	0.0	585.1538
3	1	1.0	515.1452
1	2	1.0	458.25174
3	0	1.0	473.89197
2	0	1.0	309.69708
3	2	1.0	519.0744
3	2	1.0	470.18167
3	0	1.0	567.43353
1	0	1.0	520.11053
2	0	1.0	279.8351
0	0	0.0	556.218
2	0	1.0	280.53302
3	2	1.0	481.3217
0	2	1.0	555.0022
2	2	1.0	310.83173
3	2	0.0	516.6079
3	1	1.0	427.86383
1	2	1.0	417.47775
2	2	1.0	312.1747
2	0	0.0	333.53708
2	1	1.0	341.67825
3	1	1.0	536.1696
1	2	1.0	507.82608
3	1	1.0	532.0206
0	1	1.0	565.383
1	2	1.0	469.1165
1	2	1.0	487.95285
1	2	1.0	461.98068
0	0	0.0	582.43524
2	0	0.0	330.08966
0	2	0.0	590.97345
1	3	0.0	459.54068
1	2	1.0	457.42426
0	0	0.0	570.1198
0	0	0.0	563.95703
0	1	0.0	575.5363
0	1	0.0	598.2974
2	1	0.0	317.04376
0	1	0.0	589.13727
1	2	1.0	445.58362
2	0	0.0	331.36542
2	0	1.0	241.60768
3	1	1.0	532.91406
2	1	1.0	303.73694
2	2	1.0	247.15244
1	1	1.0	474.66034
3	2	1.0	459.1261
2	1	0.0	277.8648
2	1	1.0	292.6034
0	3	0.0	597.96295
1	0	1.0	461.0026
2	2	1.0	281.9471
2	0	1.0	323.96866
2	1	0.0	263.7176
1	3	1.0	464.89725
0	0	0.0	584.9816
0	0	1.0	605.43823
2	0	0.0	295.83817
2	2	1.0	298.22925
3	2	0.0	470.0638
1	0	1.0	460.9348
0	0	0.0	615.7885
3	1	1.0	484.06558
1	2	1.0	467.7
3	0	1.0	446.74826
1	0	1.0	461.49014
0	2	0.0	556.35144
3	0	1.0	633.2065
1	1	1.0	424.70062
1	3	1.0	474.12387
2	0	1.0	275.02133
2	1	1.0	285.37192
2	2	1.0	283.35403
3	2	1.0	545.7888
3	0	1.0	499.47433
0	1	0.0	532.0868
3	1	0.0	440.69772
0	0	1.0	617.40607
0	0	1.0	587.776
1	2	1.0	453.69995
3	2	0.0	585.47235
3	3	1.0	525.63324
0	0	0.0	589.1312
2	0	1.0	267.28464
2	0	0.0	319.85352
1	3	1.0	472.17236
1	2	1.0	441.54565
0	0	1.0	560.1107
1	1	1.0	410.38965
0	0	1.0	550.1687
1	3	1.0	482.81985
0	0	1.0	592.9938
2	2	1.0	301.69952
0	0	0.0	594.5193
1	0	1.0	459.74326
2	1	1.0	316.58865
1	3	1.0	444.73474
0	1	0.0	545.94885
3	1	0.0	520.02
2	2	1.0	336.31195
3	1	1.0	481.4803
2	1	1.0	256.76822
1	3	1.0	461.39386
0	0	0.0	621.55566
1	3	1.0	424.19156
2	3	1.0	285.78754
2	1	0.0	381.74268
2	1	1.0	245.40088
3	1	1.0	568.9266
3	2	1.0	535.4642
2	0	0.0	281.64224
3	1	1.0	549.8206
2	2	1.0	299.8804
0	0	0.0	560.7903
3	2	1.0	502.05408
0	0	1.0	601.3108
0	3	1.0	589.15094
2	0	1.0	248.4776
2	3	1.0	312.79504
2	0	1.0	329.6544
3	2	0.0	558.26483
2	0	0.0	323.7167
0	2	1.0	597.8504
0	1	0.0	601.8192
2	1	0.0	321.8837
0	3	0.0	575.7798
2	0	0.0	243.43095
2	1	1.0	307.84018
3	2	1.0	466.90524
2	1	1.0	267.38495
1	3	1.0	451.40027
2	2	0.0	279.57828
3	1	1.0	547.952
1	2	1.0	414.35422
0	2	0.0	595.27814
0	1	1.0	528.9093
2	2	1.0	253.60727
3	2	1.0	519.82153
3	1	1.0	528.8354
1	3	1.0	450.91016
0	0	0.0	557.72144
1	2	0.0	461.94562
3	0	0.0	489.39786
1	3	1.0	459.23892
1	2	1.0	422.41254
3	1	1.0	513.42834
3	1	1.0	492.69528
1	3	1.0	426.29044
1	2	1.0	481.39148
3	1	1.0	569.64417
2	2	1.0	345.33786
2	1	0.0	300.36127
1	2	1.0	500.23438
1	2	1.0	467.74002
0	1	1.0	558.6028
1	3	1.0	480.6361
1	2	1.0	518.8967
1	3	1.0	487.02606
2	0	1.0	291.69565
1	3	1.0	485.14297
1	2	1.0	490.19583
2	0	1.0	235.39066
3	2	1.0	508.20132
2	1	1.0	360.68658
2	3	1.0	277.27142
3	2	1.0	507.04156
2	0	0.0	268.7154
3	2	1.0	400.52014
0	0	1.0	536.9716
3	0	1.0	473.1504
2	1	0.0	278.4095
2	0	0.0	317.1297
2	2	1.0	302.15982
1	3	1.0	452.79855
0	3	0.0	535.8763
0	0	0.0	596.1114
1	2	1.0	467.84045
2	1	0.0	353.25397
1	2	1.0	482.70596
3	1	1.0	549.96545
1	3	1.0	438.92227
3	1	1.0	516.6073
2	3	1.0	258.94604
3	1	1.0	450.65836
3	1	1.0	550.0302
1	1	0.0	475.8863
3	2	1.0	496.03802
2	1	0.0	278.6791
2	2	1.0	276.51727
3	2	0.0	435.6066
1	2	1.0	466.4179
1	3	1.0	451.53564
0	0	0.0	604.13135
3	1	1.0	526.479
3	0	1.0	513.8575
2	2	1.0	268.74734
0	1	1.0	594.8618
0	0	0.0	592.6529
3	1	1.0	610.30865
1	3	0.0	478.46048
0	1	0.0	583.47974
0	0	0.0	563.75793
2	0	1.0	367.4279
1	2	1.0	464.9543
2	0	0.0	319.8517
0	2	1.0	550.5603
2	0	1.0	329.59155
1	3	1.0	430.95258
0	0	0.0	617.00775
1	0	1.0	434.2846
1	2	1.0	417.99756
2	0	0.0	328.5084
0	0	0.0	606.4622
3	2	0.0	489.78204
1	2	1.0	469.01215
3	2	1.0	472.76285
0	0	0.0	587.88635
1	3	1.0	501.1012
3	1	1.0	539.8655
2	1	1.0	293.19897
3	0	1.0	489.32782
3	3	1.0	523.7132
1	2	1.0	472.17865
2	2	1.0	339.7129
0	1	0.0	603.00543
