personality,herbology,quidditch rank
0,1,594.60297
2,0,587.72076
2,1,440.84308
0,1,554.59076
0,1,530.4994
2,0,327.93777
2,1,453.55972
2,1,460.4092
2,1,426.12714
2,1,439.9073
1,1,610.5111
1,1,580.309
2,1,551.49725
2,0,242.35817
2,1,444.16528
0,0,583.6235
1,1,274.0561
1,1,472.47836
0,1,584.2364
2,1,440.3893
3,0,455.1342
0,1,489.65552
1,0,538.2316
1,1,238.0962
1,1,573.5138
2,1,441.99026
2,1,465.47382
2,0,266.42087
0,1,587.5242
2,1,236.35583
2,0,470.90836
0,1,426.73618
1,1,587.7077
0,1,566.24384
0,1,588.59015
0,1,517.7598
3,1,505.37094
3,1,462.23495
3,1,567.4129
1,0,328.16418
1,0,295.14465
2,1,332.28482
2,1,495.08597
3,1,438.5251
3,1,480.54233
1,1,498.91553
3,1,491.45905
2,1,436.61636
3,1,459.52966
2,1,476.17688
3,1,469.72025
3,1,489.47577
2,1,479.77475
1,0,605.6548
0,1,434.44235
1,0,584.1721
2,1,433.14188
0,1,345.27664
0,1,442.8852
0,0,574.5847
2,0,568.3085
3,0,259.46082
0,0,286.79544
0,0,511.89337
1,0,568.3984
2,0,535.7201
0,1,600.4045
2,1,473.4038
0,1,567.5002
0,0,281.71384
2,1,504.5266
3,1,439.48712
0,0,573.2619
1,1,589.35944
2,0,585.02094
3,1,458.62146
1,1,337.89722
1,1,258.55765
1,1,324.49142
0,1,323.244
0,0,601.58765
0,1,348.80905
2,1,282.76837
3,1,502.14584
1,0,294.55872
1,1,561.3219
2,1,471.32938
2,1,485.0528
3,1,440.2977
0,0,538.7401
2,1,453.0124
2,0,579.4263
0,1,566.22974
0,1,284.7153
0,1,474.40558
1,0,245.22723
0,1,286.8693
1,1,590.6573
0,1,540.2186
1,0,297.94986
1,0,304.46152
2,0,326.35257
0,0,598.45575
2,1,458.18768
3,1,458.7683
2,1,464.73813
2,1,445.08502
1,1,285.61215
2,1,488.7845
1,1,547.1926
2,0,568.07635
2,1,339.11713
0,1,352.7705
2,1,521.8541
0,0,525.49677
0,1,467.78772
3,1,451.9905
1,1,625.39105
2,1,521.59906
0,0,605.97705
1,0,531.28876
0,1,303.0446
1,1,534.53784
2,0,427.23608
2,1,574.3489
0,0,312.14575
0,1,326.10538
0,0,238.55316
1,0,575.4292
2,1,525.49084
0,1,460.07727
0,1,507.7337
0,0,456.78372
0,1,605.68256
0,1,502.90237
0,1,478.89322
2,1,587.85004
2,1,528.4141
2,1,459.31442
1,1,593.9292
1,1,265.0434
1,1,282.25235
2,1,499.76178
1,0,497.04785
3,1,449.48557
1,0,274.5848
2,1,307.18182
3,0,589.3065
2,1,490.25452
2,1,496.85742
3,1,474.85992
0,1,466.35944
2,0,457.06888
1,0,592.88574
2,1,465.09964
0,0,598.20416
3,0,496.88467
1,0,334.9927
2,1,286.64517
2,0,584.0317
0,0,594.5649
2,1,524.92285
1,1,592.4691
2,1,423.5524
3,0,538.6396
0,1,503.40323
1,1,533.28687
3,1,463.00317
2,0,614.5902
2,1,480.58618
2,0,536.5986
2,1,221.03809
3,1,461.95712
0,0,609.56055
3,1,494.04703
2,1,498.01837
3,1,592.06586
0,0,308.46695
0,1,553.22327
2,0,449.649
1,1,578.67175
2,1,461.35855
2,1,491.516
0,0,570.5755
1,1,469.52368
1,0,313.03177
3,1,467.08554
0,0,347.634
0,0,630.64685
0,1,564.05286
2,0,484.52463
2,1,512.1123
3,0,446.4136
1,0,298.86703
2,1,349.64862
0,1,296.7609
2,0,537.02045
3,1,421.4812
0,0,504.17346
1,1,493.48007
1,0,596.0733
1,0,605.49695
2,0,506.4594
0,0,322.2323
3,1,423.26346
0,1,450.68835
1,0,480.0207
2,1,505.03595
0,0,604.483
2,1,558.5639
3,1,469.80423
2,1,442.06537
0,1,566.3333
3,1,467.16495
0,1,525.0141
0,1,545.7279
2,0,326.5889
1,1,609.2182
0,0,285.30637
0,0,575.06494
3,1,476.33698
1,0,521.41077
0,1,321.34848
1,1,277.7738
1,1,306.1028
2,1,477.99258
0,0,589.0421
1,1,336.2482
2,1,441.60217
2,1,507.0617
1,0,561.9181
3,1,496.0545
0,1,261.70245
2,1,304.70612
3,0,444.20163
0,1,512.7378
1,1,614.8177
1,1,472.0241
0,1,226.66733
0,1,493.52075
0,0,586.3573
2,1,426.37637
3,0,461.4745
0,1,255.9845
1,0,568.7765
2,1,483.28458
2,1,346.4748
3,1,462.6232
1,1,315.6883
2,1,490.80408
2,1,513.3698
2,1,245.29045
0,0,284.10342
2,0,430.0407
2,1,462.85336
1,0,276.68652
0,1,493.683
0,1,449.06122
2,1,501.49225
2,1,451.94272
2,1,462.0797
1,0,573.49835
0,1,558.18
2,1,536.0853
3,0,559.1924
3,1,447.1194
1,1,560.2385
2,1,438.5431
1,0,598.4076
2,1,437.07233
2,1,457.95215
1,1,428.91858
2,1,499.69232
2,0,265.05173
0,0,307.75613
0,1,581.1968
0,0,532.8648
1,0,583.90216
2,1,289.7955
2,1,590.34827
2,1,522.1566
2,0,457.5377
0,1,412.812
2,1,459.23773
2,1,469.75958
2,1,603.9476
3,1,436.10876
1,1,299.84763
1,1,537.6853
2,0,593.7531
3,1,445.1858
3,1,435.85553
2,1,546.4053
3,1,446.7027
1,1,597.41016
2,1,246.60864
1,1,304.33228
3,1,473.47473
2,1,491.5876
0,1,546.1181
1,1,583.75616
3,1,444.0167
3,1,417.9541
2,1,475.07495
3,1,449.9352
2,0,359.89154
1,0,570.0869
1,1,278.88583
0,1,547.90344
0,1,255.68365
3,1,486.55426
2,1,482.83398
1,1,608.0914
2,0,530.2199
1,1,449.6633
0,0,590.29877
0,1,507.9238
2,0,555.40594
0,1,296.82034
2,1,457.79257
0,0,273.898
1,1,448.42932
0,0,385.57095
2,1,446.7103
2,0,477.63272
3,1,323.0569
3,1,453.97247
0,1,449.95624
3,1,465.72897
3,1,490.477
3,1,456.2184
2,1,549.6649
3,1,467.2306
2,0,437.23404
0,0,327.57462
1,1,293.84875
0,1,475.56912
2,0,486.12827
3,1,496.6085
1,0,550.31995
1,0,594.4759
2,1,518.6701
1,0,271.96332
0,0,275.60297
0,1,265.65765
2,1,541.38586
1,1,349.00632
0,0,489.44943
1,1,564.44574
2,1,461.43866
2,0,526.80945
1,1,573.7487
2,1,546.1157
0,1,310.9691
1,1,350.01495
2,0,491.2229
1,1,505.78134
0,0,313.38492
1,1,453.5632
2,0,580.0347
3,1,439.21964
1,1,305.6082
0,1,632.0167
1,0,550.9669
2,0,371.24252
2,1,459.38995
2,1,468.3258
2,1,453.76413
1,0,297.50314
2,0,494.5057
2,1,503.55844
3,1,441.48535
2,1,459.66602
3,1,492.31882
0,1,227.49878
0,1,583.20807
3,1,454.1254
2,1,570.9965
1,1,583.75073
1,1,554.95575
0,1,468.63794
2,1,647.5661
1,1,452.34686
0,1,305.524
0,0,565.8529
0,0,542.62616
0,1,587.40594
1,0,606.6572
0,0,592.68335
1,0,572.64624
2,1,571.295
3,0,463.16998
2,1,490.19702
2,1,523.4971
1,0,308.20248
2,1,543.884
2,0,582.60754
2,1,476.44016
3,1,449.54208
2,1,517.15466
0,1,413.48468
0,1,276.34634
1,1,599.0222
0,1,261.58777
1,1,434.2918
0,1,465.84848
1,1,511.08667
2,1,464.0801
0,1,314.70844
3,1,441.01294
2,1,485.23215
2,0,560.46674
3,1,466.2233
0,1,330.15308
0,1,584.6347
3,0,281.63422
1,0,355.1041
3,1,417.5284
1,0,345.91678
2,1,485.13
0,1,626.2345
0,0,319.36157
1,1,539.56946
2,1,513.6578
0,0,544.13904
3,1,514.2078
0,0,324.84424
2,0,577.1701
3,1,443.17932
3,1,465.02914
2,1,314.19406
1,1,453.49252
2,1,339.67316
0,0,291.43744
1,0,346.90552
3,1,540.99396
2,1,251.54045
3,1,447.2457
1,1,298.20724
2,1,555.2138
0,1,292.27332
0,0,582.64056
0,0,565.0466
1,1,322.44006
0,1,612.56256
2,0,471.2522
0,0,574.45703
0,0,553.82764
0,1,567.74445
2,0,493.51953
0,1,606.232
2,1,442.3695
2,0,475.8554
2,1,583.52026
3,1,393.27533
1,1,261.58774
3,1,498.12555
1,0,276.88617
0,1,547.28467
0,1,273.1541
0,0,545.62476
2,1,482.9204
2,1,477.24463
0,1,330.4026
1,0,296.45035
2,0,568.8544
1,0,589.0105
2,0,445.99207
1,0,541.71063
2,0,623.48303
1,0,619.18756
1,1,451.26196
2,1,423.03604
1,0,594.84076
1,1,497.60425
0,1,489.0664
0,0,506.03293
3,1,457.88263
3,1,529.73315
2,1,449.47678
0,0,579.60693
0,1,437.72662
0,1,502.24442
2,0,548.73914
0,1,320.9577
0,0,287.16446
2,0,408.98184
1,1,345.2721
0,0,585.1538
1,1,515.1452
2,1,458.25174
0,1,473.89197
0,1,309.69708
2,1,519.0744
2,1,470.18167
0,1,567.43353
0,1,520.11053
0,1,279.8351
0,0,556.218
0,1,280.53302
2,1,481.3217
2,1,555.0022
2,1,310.83173
2,0,516.6079
1,1,427.86383
2,1,417.47775
2,1,312.1747
0,0,333.53708
1,1,341.67825
1,1,536.1696
2,1,507.82608
1,1,532.0206
1,1,565.383
2,1,469.1165
2,1,487.95285
2,1,461.98068
0,0,582.43524
0,0,330.08966
2,0,590.97345
3,0,459.54068
2,1,457.42426
0,0,570.1198
0,0,563.95703
1,0,575.5363
1,0,598.2974
1,0,317.04376
1,0,589.13727
2,1,445.58362
0,0,331.36542
0,1,241.60768
1,1,532.91406
1,1,303.73694
2,1,247.15244
1,1,474.66034
2,1,459.1261
1,0,277.8648
1,1,292.6034
3,0,597.96295
0,1,461.0026
2,1,281.9471
0,1,323.96866
1,0,263.7176
3,1,464.89725
0,0,584.9816
0,1,605.43823
0,0,295.83817
2,1,298.22925
2,0,470.0638
0,1,460.9348
0,0,615.7885
1,1,484.06558
2,1,467.7
0,1,446.74826
0,1,461.49014
2,0,556.35144
0,1,633.2065
1,1,424.70062
3,1,474.12387
0,1,275.02133
1,1,285.37192
2,1,283.35403
2,1,545.7888
0,1,499.47433
1,0,532.0868
1,0,440.69772
0,1,617.40607
0,1,587.776
2,1,453.69995
2,0,585.47235
3,1,525.63324
0,0,589.1312
0,1,267.28464
0,0,319.85352
3,1,472.17236
2,1,441.54565
0,1,560.1107
1,1,410.38965
0,1,550.1687
3,1,482.81985
0,1,592.9938
2,1,301.69952
0,0,594.5193
0,1,459.74326
1,1,316.58865
3,1,444.73474
1,0,545.94885
1,0,520.02
2,1,336.31195
1,1,481.4803
1,1,256.76822
3,1,461.39386
0,0,621.55566
3,1,424.19156
3,1,285.78754
1,0,381.74268
1,1,245.40088
1,1,568.9266
2,1,535.4642
0,0,281.64224
1,1,549.8206
2,1,299.8804
0,0,560.7903
2,1,502.05408
0,1,601.3108
3,1,589.15094
0,1,248.4776
3,1,312.79504
0,1,329.6544
2,0,558.26483
0,0,323.7167
2,1,597.8504
1,0,601.8192
1,0,321.8837
3,0,575.7798
0,0,243.43095
1,1,307.84018
2,1,466.90524
1,1,267.38495
3,1,451.40027
2,0,279.57828
1,1,547.952
2,1,414.35422
2,0,595.27814
1,1,528.9093
2,1,253.60727
2,1,519.82153
1,1,528.8354
3,1,450.91016
0,0,557.72144
2,0,461.94562
0,0,489.39786
3,1,459.23892
2,1,422.41254
1,1,513.42834
1,1,492.69528
3,1,426.29044
2,1,481.39148
1,1,569.64417
2,1,345.33786
1,0,300.36127
2,1,500.23438
2,1,467.74002
1,1,558.6028
3,1,480.6361
2,1,518.8967
3,1,487.02606
0,1,291.69565
3,1,485.14297
2,1,490.19583
0,1,235.39066
2,1,508.20132
1,1,360.68658
3,1,277.27142
2,1,507.04156
0,0,268.7154
2,1,400.52014
0,1,536.9716
0,1,473.1504
1,0,278.4095
0,0,317.1297
2,1,302.15982
3,1,452.79855
3,0,535.8763
0,0,596.1114
2,1,467.84045
1,0,353.25397
2,1,482.70596
1,1,549.96545
3,1,438.92227
1,1,516.6073
3,1,258.94604
1,1,450.65836
1,1,550.0302
1,0,475.8863
2,1,496.03802
1,0,278.6791
2,1,276.51727
2,0,435.6066
2,1,466.4179
3,1,451.53564
0,0,604.13135
1,1,526.479
0,1,513.8575
2,1,268.74734
1,1,594.8618
0,0,592.6529
1,1,610.30865
3,0,478.46048
1,0,583.47974
0,0,563.75793
0,1,367.4279
2,1,464.9543
0,0,319.8517
2,1,550.5603
0,1,329.59155
3,1,430.95258
0,0,617.00775
0,1,434.2846
2,1,417.99756
0,0,328.5084
0,0,606.4622
2,0,489.78204
2,1,469.01215
2,1,472.76285
0,0,587.88635
3,1,501.1012
1,1,539.8655
1,1,293.19897
0,1,489.32782
3,1,523.7132
2,1,472.17865
2,1,339.7129
1,0,603.00543
2,0,255.72905
3,1,475.85626
1,0,450.27554
0,1,488.66898
0,1,306.5717
3,1,443.32703
1,1,299.0187
0,0,579.3515
0,0,580.9153
0,0,581.2792
0,1,355.43024
1,1,247.27568
2,1,490.86023
3,1,470.65417
2,1,515.3121
1,0,596.594
2,1,519.6725
0,0,581.0443
0,0,588.77014
0,1,605.5719
3,1,320.67908
3,1,489.01004
2,0,559.735
2,0,296.6698
1,0,283.93515
3,0,608.951
0,0,292.28278
0,1,510.60312
1,1,331.10257
2,0,482.52396
1,0,288.89304
2,1,595.1077
1,1,473.7776
2,1,471.63416
2,1,464.2709
0,1,591.98
2,1,464.33572
2,1,484.72516
1,0,467.87424
3,0,433.26132
2,0,286.6269
1,1,495.65714
0,1,591.7702
1,0,574.6045
2,1,484.04172
0,1,214.70615
3,1,479.53452
0,0,543.4812
1,0,547.9379
2,1,576.1691
0,1,542.72375
1,1,601.02045
0,0,598.4832
3,1,454.52408
0,0,317.1835
0,0,499.50122
2,1,247.19617
1,0,528.6507
2,1,482.32242
0,0,535.7106
1,1,310.6476
0,1,347.0419
0,1,549.7346
1,0,605.87054
2,1,465.6053
1,1,592.0144
3,1,412.0953
3,1,457.35568
0,0,549.32623
3,1,446.36307
0,0,579.28357
2,1,521.057
2,1,432.64056
0,1,587.9401
3,1,451.2874
2,1,308.3951
3,1,425.07306
0,1,605.2324
1,1,254.27718
1,1,573.1002
3,1,429.96048
2,1,525.0594
2,1,559.6882
3,1,447.5044
1,0,557.03394
2,1,459.05786
3,0,581.3409
3,1,483.85416
0,0,461.3162
2,1,587.12683
0,1,646.0727
2,1,437.893
2,1,476.01382
3,1,451.07846
0,1,517.7085
2,0,610.5412
1,1,286.2682
0,0,323.56787
0,1,279.9306
2,1,426.63358
2,1,573.0909
3,1,416.51007
3,1,459.12827
1,0,564.1189
3,1,476.11575
0,0,609.5303
3,0,430.37442
2,1,498.20035
2,0,286.9885
0,1,625.56354
0,1,312.36142
1,0,302.06982
0,0,576.9037
3,1,465.51083
1,0,573.4231
3,1,488.45886
2,1,489.50287
0,1,408.40817
2,1,501.6513
3,1,465.1471
0,0,330.3693
1,0,617.69556
1,0,311.24304
3,0,447.75534
0,1,300.10495
3,1,500.19064
1,1,256.65814
0,0,286.94412
0,0,366.60202
2,0,306.75238
2,1,453.7901
1,1,278.10568
2,1,521.81177
2,1,295.9494
1,1,309.03552
2,1,444.78
3,0,488.8592
2,0,452.30438
1,1,516.9837
3,0,282.39203
2,1,462.04956
0,1,298.63083
1,1,287.8241
3,1,462.86615
0,1,425.01974
2,1,557.7904
2,1,571.9935
0,0,612.17804
1,1,568.6204
2,1,469.68826
2,1,286.99594
3,1,476.50958
0,1,478.77948
2,1,464.4845
2,1,454.4019
2,1,420.16077
2,1,498.89142
2,0,602.3647
2,0,465.67685
2,1,439.96658
2,1,324.78003
3,1,444.18625
3,1,496.00424
2,0,543.4076
0,0,348.83435
3,1,468.04044
2,1,447.55115
1,0,581.3993
2,0,306.5165
3,0,309.19324
2,0,557.6745
2,1,578.9885
2,0,492.64236
0,1,437.7563
2,0,570.19714
0,1,567.25354
1,1,331.17215
3,0,338.00943
1,1,544.91473
0,1,329.4666
2,0,322.8293
2,0,455.61462
2,0,290.45297
0,1,568.019
0,1,484.63315
0,0,584.139
2,1,438.0327
2,1,453.52182
1,1,499.58643
2,0,606.8845
2,0,565.35297
0,1,589.3891
0,1,417.64456
0,1,296.03052
2,0,437.24677
0,1,463.33743
0,1,487.2646
2,0,565.47314
2,1,497.68945
3,1,498.6986
3,0,469.78076
0,1,334.13318
1,1,579.88995
3,1,423.20605
0,1,584.3298
0,1,338.76758
3,1,442.80228
0,1,487.19257
3,1,524.7151
2,1,456.39764
0,1,248.63817
3,1,460.36456
3,1,487.03442
0,1,301.69818
0,1,558.1029
1,1,593.5341
1,1,574.48816
1,1,575.86554
2,1,459.2846
3,1,292.14868
3,1,485.42032
1,0,537.2357
0,0,604.6575
0,0,364.3615
1,1,606.1897
3,1,448.5537
2,1,432.62097
1,1,496.9543
0,0,228.24658
0,1,501.74615
1,0,315.0264
0,0,283.37384
1,0,596.7557
2,1,487.7169
3,0,286.40036
3,1,524.68164
1,1,478.43152
0,1,515.24493
1,1,556.3188
3,1,448.60358
0,1,254.44809
1,1,586.76294
1,0,300.82416
3,1,581.62866
2,0,468.36023
0,0,306.7203
0,0,568.95074
2,1,505.87158
2,1,476.62943
2,0,468.37088
2,1,537.0405
0,1,516.0871
0,0,602.8514
0,1,260.2126
0,1,468.17563
3,1,479.14603
0,0,235.39615
1,1,317.24118
2,1,464.7581
0,1,549.24133
0,1,297.21442
1,0,607.6804
0,1,537.95123
2,1,583.78125
2,0,450.9115
1,0,532.04626
2,1,511.9133
0,1,522.24225
3,1,459.39383
0,0,342.84604
1,0,588.01685
1,0,565.7708
0,1,558.81244
3,1,458.41345
3,1,281.61017
0,1,332.41147
0,0,552.67334
2,0,580.2781
2,0,600.9798
1,1,414.7269
0,1,326.83954
2,1,581.6623
0,0,300.56082
3,1,416.7031
0,1,445.06943
2,1,532.66394
1,1,312.31784
1,0,490.0945
0,1,516.9803
0,1,245.1983
3,1,453.4198
1,0,422.98187
0,0,601.208
1,1,453.56982
1,1,454.82086
2,1,322.4348
1,1,307.7802
2,1,462.2623
3,1,477.13742
2,1,449.66022
0,0,592.18274
0,1,608.28815
3,1,437.81372
3,1,464.10855
0,1,570.1453
2,1,463.7403
1,0,355.48944
2,1,450.1104
1,0,476.21515
0,1,452.35245
1,0,457.05994
2,1,430.72015
2,1,483.59442
3,1,459.00394
1,0,278.0019
2,0,285.64325
1,0,586.0165
3,1,448.74823
0,1,495.29868
1,1,292.38342
0,1,314.98163
0,0,275.53552
1,1,576.8429
0,1,272.73767
3,1,453.61584
0,1,311.27725
3,1,445.72012
2,0,488.31485
1,0,562.1765
1,0,626.8595
2,1,472.4017
2,1,578.202
2,0,571.5774
2,0,497.1606
2,1,556.47394
0,1,569.38055
1,0,523.7695
0,0,327.33698
0,0,533.7952
0,0,426.74042
1,1,372.9991
2,1,238.97144
2,0,603.2223
0,1,495.63507
2,1,497.44073
1,0,526.0934
1,1,568.8772
3,1,460.35336
0,1,588.182
1,0,572.0177
2,1,279.92572
0,0,282.77573
0,0,293.40067
1,1,450.31732
0,0,256.9694
1,0,551.1728
1,0,635.95905
3,1,471.31412
0,1,278.7948
2,1,477.1773
3,1,472.96133
0,0,476.1716
2,1,449.8054
2,0,341.9477
1,0,267.31543
2,1,302.9964
3,1,456.9075
3,1,460.82492
3,1,439.99268
2,0,556.7099
1,1,591.7009
0,1,319.18442
3,1,439.4202
3,1,473.14835
2,1,474.75723
3,1,502.5727
2,0,488.7097
0,1,249.18976
0,1,623.137
0,1,572.5952
1,1,282.46808
0,1,578.4707
2,1,545.8245
3,1,464.67755
2,1,518.5337
3,1,485.2006
2,0,462.20416
3,1,531.9861
2,1,554.0357
2,1,482.51093
1,1,546.8969
0,0,548.50055
2,1,528.37463
1,1,450.83624
3,1,438.10403
2,1,275.3281
0,1,302.9909
2,0,564.22284
3,1,475.1399
1,1,272.2951
0,0,593.19574
2,1,458.33282
2,1,539.86414
2,1,458.88345
2,1,550.6289
0,1,552.5554
3,1,519.68524
0,1,500.9031
2,1,424.30392
1,1,583.67694
1,0,279.74622
3,1,421.67142
0,1,551.82623
3,1,470.2058
1,1,613.3296
2,1,459.47723
2,1,513.19135
3,0,452.8726
3,1,461.82925
0,1,523.0574
0,0,277.31808
2,0,618.94714
0,1,416.85693
0,0,233.58398
0,1,392.86365
0,1,553.88293
2,0,591.89355
3,1,450.569
3,1,280.81406
1,0,586.14044
2,1,464.16568
2,1,529.13635
2,1,432.4033
1,0,304.41788
0,1,229.26645
2,0,578.71484
1,0,289.5282
2,1,582.1955
1,1,444.25122
0,1,328.65915
3,1,331.97556
1,1,561.37616
0,1,520.8496
2,1,473.5342
3,1,512.38934
2,1,469.26047
0,0,326.10974
1,1,536.24664
0,0,561.7512
2,1,313.86206
3,0,564.64777
1,0,534.3036
2,0,570.24274
1,0,533.2907
1,0,449.17267
2,1,563.2146
0,0,562.4739
0,0,426.52554
1,0,298.0176
1,1,582.1038
1,0,251.70583
2,1,467.8144
2,1,467.21268
0,1,266.32816
0,0,309.85413
2,1,475.7004
0,1,498.54523
3,1,412.71814
2,0,564.0402
1,0,605.6219
3,1,411.54648
3,1,515.86304
3,1,434.3159
2,1,497.1876
0,1,347.18878
1,1,606.5785
1,1,316.26193
1,1,588.7989
3,1,458.58887
2,1,586.6651
1,1,596.6553
1,1,293.62997
3,1,473.43915
0,0,503.79053
1,1,336.3982
1,1,435.40698
1,1,360.07565
2,1,433.40234
0,1,447.23013
3,1,303.7706
2,0,605.3301
2,1,471.85083
0,1,313.11536
3,0,349.958
3,1,460.88696
0,0,285.61356
1,0,287.9084
3,0,596.03613
1,1,551.6552
2,1,455.4806
1,0,556.1973
0,1,578.0433
0,1,616.4707
2,1,288.87015
3,1,289.01544
0,1,601.47656
0,1,487.54907
2,1,463.7391
2,1,483.0404
2,1,496.43408
2,1,454.25803
1,0,595.4484
1,1,281.4384
2,0,492.9867
0,1,469.44818
2,1,466.82388
2,1,417.43192
0,1,597.93726
2,0,466.47336
1,0,305.5843
1,0,595.0261
2,1,435.81058
1,0,565.2956
0,1,306.92587
0,1,267.6861
0,1,558.13916
1,0,594.45264
1,1,477.3113
1,1,556.35315
1,1,602.46796
2,1,464.19302
2,1,479.5475
1,1,573.66895
0,1,301.08447
3,1,425.70944
1,0,610.90027
2,1,451.81903
1,0,300.5123
2,1,438.45398
2,0,257.18073
2,0,580.8481
2,1,448.11945
2,1,453.0326
2,1,448.0578
0,0,577.0119
1,1,625.33844
2,0,319.8094
2,1,438.8406
2,1,447.4743
3,1,457.84244
0,0,573.2768
3,1,326.75696
0,1,286.64633
0,1,457.37488
2,1,393.71
0,0,332.94366
0,0,553.47656
2,1,477.35107
1,0,582.3602
1,0,265.5655
0,0,347.9248
1,1,544.80475
3,1,443.10883
1,0,294.2048
0,1,260.88904
1,1,449.5374
2,0,504.26196
3,1,480.18274
1,0,574.07526
0,1,491.9096
0,0,576.5525
0,1,408.99426
2,1,525.3776
0,1,512.85614
1,1,316.16888
1,0,559.1441
2,1,465.7094
2,1,454.5144
2,0,593.32544
1,0,583.02954
1,1,261.4389
2,1,432.9579
0,0,576.09326
3,1,573.4071
0,1,501.89948
2,1,534.41046
2,0,278.3684
0,1,544.0391
2,1,480.95917
0,0,600.58545
1,0,555.33276
2,1,604.35126
1,0,235.2678
1,0,267.312
1,0,318.27136
0,0,612.6396
1,0,579.5791
1,1,421.85446
3,1,468.7657
2,0,602.47314
3,0,429.47662
0,1,442.50494
2,1,465.17435
2,1,484.88254
1,1,575.47626
0,1,399.10474
1,1,606.86523
3,1,487.97604
3,0,439.29074
2,1,251.78058
2,1,445.57092
0,1,497.56894
1,1,602.3796
1,0,508.03992
2,0,441.45926
0,0,301.4958
2,1,463.67114
2,0,315.53668
0,0,567.29877
2,1,520.7683
1,1,478.55844
2,1,589.0896
3,1,445.20963
2,0,440.99506
2,1,540.0585
0,1,484.47775
1,1,354.30945
2,1,458.38123
0,0,619.75323
0,0,609.4194
0,0,352.76517
0,1,372.17377
2,1,603.3858
2,1,457.1689
0,1,287.20703
0,1,445.94415
1,0,562.87
1,0,193.65872
0,1,449.71265
2,1,424.27747
1,1,531.89636
1,0,589.56116
3,0,570.1693
1,0,588.7033
3,1,618.08405
2,1,594.9979
1,1,473.03802
2,1,416.12054
3,1,435.94583
3,1,472.6662
1,1,287.70993
2,1,586.4966
0,1,559.18274
0,1,555.314
2,1,441.4727
2,0,346.3438
2,0,577.5706
0,1,277.10446
0,0,580.36255
2,1,448.42792
1,0,333.05792
2,1,525.062
2,1,589.5078
1,1,288.63922
1,0,589.5567
1,0,567.0162
2,0,576.63544
1,1,582.7128
3,1,451.586
1,1,392.2222
2,1,575.0462
0,0,597.4068
2,1,489.06186
1,1,563.39984
3,1,483.07227
3,1,458.07233
1,0,292.35452
2,1,429.94852
3,1,469.6337
1,0,273.99686
1,1,570.63605
3,1,470.61078
1,0,436.51422
0,0,590.8754
2,1,499.50177
0,0,311.69864
2,1,466.34268
2,1,444.26965
2,1,246.03296
1,1,271.87946
0,1,473.04443
3,1,456.72995
3,1,486.76447
0,0,558.57684
1,1,307.95654
2,1,475.6146
1,0,323.46783
3,0,412.53226
0,0,276.74588
2,0,510.99115
2,1,456.9913
1,1,290.64267
2,1,589.83936
1,1,554.6691
3,1,472.2627
2,0,567.1441
2,1,468.1451
0,1,463.55313
1,1,498.68973
0,1,576.90063
1,1,553.4981
1,0,580.20483
1,1,283.85983
2,1,431.9043
0,0,547.58606
2,0,583.33954
3,1,449.23322
1,1,248.13042
1,0,319.0133
3,1,440.832
2,0,296.75598
0,1,546.6094
0,1,441.8366
3,1,482.26077
0,1,578.9556
2,1,403.5644
3,0,460.92947
3,0,572.98
2,1,593.5635
2,1,440.85858
0,1,546.185
0,1,468.87015
0,1,520.31903
1,1,603.3813
3,1,513.6727
3,1,464.3317
0,1,480.7643
1,0,268.38608
2,1,551.11584
2,1,459.69714
2,1,363.96225
2,1,434.26688
3,1,485.60266
0,1,583.1053
0,0,569.3355
2,1,457.19043
2,1,534.8514
1,0,599.1897
2,1,606.13635
3,1,474.30826
1,1,459.94485
2,1,434.67557
2,1,425.1501
2,1,475.39798
1,1,333.3722
3,1,490.41357
3,1,434.47107
2,1,476.8088
0,1,492.31506
1,1,468.8415
3,1,435.41003
0,0,213.04498
3,1,459.0567
1,1,227.297
1,0,291.763
3,1,479.22125
2,1,306.93973
0,0,340.27008
1,1,262.18716
0,1,564.8555
3,1,552.1131
3,1,466.19598
2,1,512.8291
3,1,402.6782
0,0,453.78687
0,1,524.7222
0,0,553.85693
1,0,587.63257
1,1,571.35486
2,1,518.5245
1,1,486.6593
1,1,472.28378
1,0,611.92175
1,1,552.01276
1,0,253.42957
2,1,498.0725
3,1,497.59277
1,1,564.7435
2,0,573.4271
1,1,511.74625
3,1,460.98846
3,1,453.5334
0,0,454.27298
1,0,582.5102
0,1,551.8287
2,1,484.651
1,1,590.7983
1,0,599.39435
3,1,484.26062
2,1,516.1395
1,0,605.7269
1,0,334.97794
0,1,555.0749
0,1,616.8718
1,0,262.26813
3,1,463.20074
0,0,536.33734
2,1,471.79633
2,1,347.0758
0,0,546.20233
0,1,567.92114
1,1,477.46375
1,1,314.63123
3,0,325.69818
2,1,588.826
2,1,527.34033
1,0,370.9444
0,0,453.30695
0,0,255.92998
3,1,523.8633
2,1,476.33475
3,1,531.0486
2,0,583.8275
0,0,441.30515
2,1,483.6742
3,1,494.9334
3,1,550.1299
2,0,477.19363
2,1,314.13498
3,1,460.97055
2,1,445.9246
1,1,330.69357
1,0,590.6606
2,1,470.47708
1,1,523.6608
3,1,488.49808
0,1,432.65137
0,1,569.7907
0,1,434.68625
0,1,602.53357
0,1,594.9634
2,1,481.19363
2,1,418.95288
1,0,356.09253
1,1,314.36658
0,0,329.41998
